"ID","Rep","Time","Code","Seed_Rate","Area","Density","Spp","Genus","Species","Lifeform","Seeded","Rate","Seeds"
"11_16",6,1,"POFE","high",1,4,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",6,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",6,1,"VUMI","high",1,6,NA,NA,NA,NA,NA,2,NA
"11_16",7,1,"ELEL","high",1,11,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",7,1,"ELTR","high",1,35,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",7,1,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",7,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",7,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_16",7,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",7,2,"ELTR","high",1,36,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",7,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",7,2,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",7,2,"VUMY","high",1,15,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_16",8,1,"ELEL","high",1,1,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",8,1,"ELTR","high",1,7,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",8,1,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",8,1,"POSE","high",1,16,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",8,1,"VUMI","high",1,13,NA,NA,NA,NA,NA,2,NA
"11_16",8,2,"ELEL","high",1,1,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",8,2,"ELTR","high",1,28,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",8,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",8,2,"POSE","high",1,9,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",8,2,"VUMY","high",1,9,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_16",9,1,"ELEL","high",1,9,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",9,1,"ELTR","high",1,5,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",9,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",9,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",9,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_16",10,1,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",10,1,"ELTR","low",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",10,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",10,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",10,1,"VUMI","low",1,1,NA,NA,NA,NA,NA,1,NA
"11_16",10,2,"ELEL","low",1,5,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",10,2,"ELTR","low",1,8,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",10,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",10,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",10,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_16",11,1,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",11,1,"ELTR","low",1,2,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",11,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",11,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",11,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_16",12,1,"ELEL","low",1,22,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",12,1,"ELTR","low",1,13,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",12,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",12,1,"POSE","low",1,4,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",12,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_16",13,1,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",13,1,"ELTR","low",1,8,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",13,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",13,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",13,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_16",14,1,"ELEL","low",1,7,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",14,1,"ELTR","low",1,5,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",14,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",14,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",14,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_16",15,1,"ELEL","low",1,11,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",15,1,"ELTR","low",1,11,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",15,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",15,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",15,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_16",16,1,"ELEL","low",1,10,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",16,1,"ELTR","low",1,7,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",16,1,"POFE","low",1,11,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",16,1,"POSE","low",1,16,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",16,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_16",16,2,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",16,2,"ELTR","low",1,10,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",16,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",16,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",16,2,"VUMY","low",1,NA,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_16",17,1,"ELEL","low",1,6,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",17,1,"ELTR","low",1,3,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",17,1,"POFE","low",1,3,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",17,1,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",17,1,"VUMI","low",1,2,NA,NA,NA,NA,NA,1,NA
"11_16",17,2,"ELEL","low",1,9,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",17,2,"ELTR","low",1,9,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",17,2,"POFE","low",1,14,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",17,2,"POSE","low",1,9,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",17,2,"VUMY","low",1,2,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_16",18,1,"ELEL","low",1,5,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_16",18,1,"ELTR","low",1,4,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_16",18,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_16",18,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_16",18,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_2",1,2,"na","high",2,2,"na","na","na","na",472,2,944
"11_2",2,2,"na","high",2,2,"na","na","na","na",472,2,944
"11_2",3,2,"na","low",2,9,"na","na","na","na",472,1,472
"11_2",4,2,"na","low",3,19,"na","na","na","na",472,1,472
"11_2",5,2,"na","low",2,NA,"na","na","na","na",472,1,472
"11_2",6,2,"na","high",2,27,"na","na","na","na",472,2,944
"11_2",7,2,"na","high",2,33,"na","na","na","na",472,2,944
"11_2",8,2,"na","high",3,15,"na","na","na","na",472,2,944
"11_2",9,2,"na","low",2,3,"na","na","na","na",472,1,472
"11_2",10,2,"na","low",2,2,"na","na","na","na",472,1,472
"11_2",11,2,"na","low",3,10,"na","na","na","na",472,1,472
"11_3",1,1,"na","high",2,7,"na","na","na","na",472,2,944
"11_3",1,2,"na","high",2,14,"na","na","na","na",472,2,944
"11_3",2,1,"na","high",2,15,"na","na","na","na",472,2,944
"11_3",3,1,"na","high",2,1,"na","na","na","na",472,2,944
"11_3",4,1,"na","high",2,9,"na","na","na","na",472,2,944
"11_3",5,1,"na","high",2,13,"na","na","na","na",472,2,944
"11_3",6,1,"na","high",2,12,"na","na","na","na",472,2,944
"11_3",7,1,"na","high",2,0,"na","na","na","na",472,2,944
"11_3",7,2,"na","high",2,6,"na","na","na","na",472,2,944
"11_3",8,1,"na","high",2,9,"na","na","na","na",472,2,944
"11_3",8,2,"na","high",3,49,"na","na","na","na",472,2,944
"11_3",9,1,"na","high",2,9,"na","na","na","na",472,2,944
"11_3",10,1,"na","low",2,7,"na","na","na","na",472,1,472
"11_3",10,2,"na","low",2,7,"na","na","na","na",472,1,472
"11_3",11,1,"na","low",2,8,"na","na","na","na",472,1,472
"11_3",12,1,"na","low",2,5,"na","na","na","na",472,1,472
"11_3",13,1,"na","low",2,6,"na","na","na","na",472,1,472
"11_3",14,1,"na","low",2,0,"na","na","na","na",472,1,472
"11_3",15,1,"na","low",2,12,"na","na","na","na",472,1,472
"11_3",16,1,"na","low",2,0,"na","na","na","na",472,1,472
"11_3",16,2,"na","low",2,5,"na","na","na","na",472,1,472
"11_3",17,1,"na","low",2,1,"na","na","na","na",472,1,472
"11_3",17,2,"na","low",3,8,"na","na","na","na",472,1,472
"11_3",18,1,"na","low",2,8,"na","na","na","na",472,1,472
"11_4",1,1,"na","high",2,2,"na","na","na","na",472,2,944
"11_4",1,2,"na","high",2,1,"na","na","na","na",472,2,944
"11_4",2,1,"na","high",2,9,"na","na","na","na",472,2,944
"11_4",3,1,"na","high",2,4,"na","na","na","na",472,2,944
"11_4",4,1,"na","high",2,7,"na","na","na","na",472,2,944
"11_4",5,1,"na","high",2,10,"na","na","na","na",472,2,944
"11_4",6,1,"na","high",2,10,"na","na","na","na",472,2,944
"11_4",7,1,"na","high",2,19,"na","na","na","na",472,2,944
"11_4",7,2,"na","high",2,12,"na","na","na","na",472,2,944
"11_4",8,1,"na","high",2,7,"na","na","na","na",472,2,944
"11_4",8,2,"na","high",3,39,"na","na","na","na",472,2,944
"11_4",9,1,"na","high",2,8,"na","na","na","na",472,2,944
"11_4",10,1,"na","low",2,5,"na","na","na","na",472,1,472
"11_4",10,2,"na","low",2,6,"na","na","na","na",472,1,472
"11_4",11,1,"na","low",2,4,"na","na","na","na",472,1,472
"11_4",12,1,"na","low",2,0,"na","na","na","na",472,1,472
"11_4",13,1,"na","low",2,4,"na","na","na","na",472,1,472
"11_4",14,1,"na","low",2,NA,"na","na","na","na",472,1,472
"11_4",15,1,"na","low",2,3,"na","na","na","na",472,1,472
"11_4",16,1,"na","low",2,14,"na","na","na","na",472,1,472
"11_4",16,2,"na","low",2,4,"na","na","na","na",472,1,472
"11_4",17,1,"na","low",2,4,"na","na","na","na",472,1,472
"11_4",17,2,"na","low",3,23,"na","na","na","na",472,1,472
"11_4",18,1,"na","low",2,5,"na","na","na","na",472,1,472
"11_5",1,2,"na","high",2,3,"na","na","na","na",472,2,944
"11_5",2,2,"na","high",3,27,"na","na","na","na",472,2,944
"11_5",3,2,"na","high",2,1,"na","na","na","na",472,2,944
"11_5",4,2,"na","low",2,3,"na","na","na","na",472,1,472
"11_5",5,2,"na","low",3,31,"na","na","na","na",472,1,472
"11_5",6,2,"na","low",2,3,"na","na","na","na",472,1,472
"11_5",7,2,"na","high",2,28,"na","na","na","na",472,2,944
"11_5",8,2,"na","high",2,8,"na","na","na","na",472,2,944
"11_5",9,2,"na","high",3,35,"na","na","na","na",472,2,944
"11_5",11,2,"na","low",2,4,"na","na","na","na",472,1,472
"11_5",12,2,"na","low",3,21,"na","na","na","na",472,1,472
"11_5",19,2,"na","low",2,8,"na","na","na","na",472,1,472
"11_6",1,2,"na","high",2,6,"na","na","na","na",472,2,944
"11_6",2,2,"na","high",2,12,"na","na","na","na",472,2,944
"11_6",3,2,"na","low",2,20,"na","na","na","na",472,1,472
"11_6",4,2,"na","low",3,11,"na","na","na","na",472,1,472
"11_6",5,2,"na","low",2,4,"na","na","na","na",472,1,472
"11_6",6,2,"na","high",2,9,"na","na","na","na",472,2,944
"11_6",7,2,"na","high",2,8,"na","na","na","na",472,2,944
"11_6",8,2,"na","high",3,20,"na","na","na","na",472,2,944
"11_6",9,2,"na","low",2,3,"na","na","na","na",472,1,472
"11_6",10,2,"na","low",2,6,"na","na","na","na",472,1,472
"11_6",11,2,"na","low",3,25,"na","na","na","na",472,1,472
"11_7",1,1,"na","high",2,19,"na","na","na","na",472,2,944
"11_7",1,2,"na","high",2,35,"na","na","na","na",472,2,944
"11_7",2,1,"na","high",2,32,"na","na","na","na",472,2,944
"11_7",3,1,"na","high",2,10,"na","na","na","na",472,2,944
"11_7",4,1,"na","high",2,26,"na","na","na","na",472,2,944
"11_7",5,1,"na","high",2,11,"na","na","na","na",472,2,944
"11_7",6,1,"na","high",2,1,"na","na","na","na",472,2,944
"11_7",7,1,"na","high",2,14,"na","na","na","na",472,2,944
"11_7",7,2,"na","high",2,35,"na","na","na","na",472,2,944
"11_7",8,1,"na","high",2,19,"na","na","na","na",472,2,944
"11_7",8,2,"na","high",3,35,"na","na","na","na",472,2,944
"11_7",9,1,"na","high",2,21,"na","na","na","na",472,2,944
"11_7",10,1,"na","low",2,0,"na","na","na","na",472,1,472
"11_7",10,2,"na","low",2,1,"na","na","na","na",472,1,472
"11_7",11,1,"na","low",2,7,"na","na","na","na",472,1,472
"11_7",12,1,"na","low",2,6,"na","na","na","na",472,1,472
"11_7",13,1,"na","low",2,11,"na","na","na","na",472,1,472
"11_7",14,1,"na","low",2,1,"na","na","na","na",472,1,472
"11_7",15,1,"na","low",2,10,"na","na","na","na",472,1,472
"11_7",16,1,"na","low",2,5,"na","na","na","na",472,1,472
"11_7",16,2,"na","low",2,3,"na","na","na","na",472,1,472
"11_7",17,1,"na","low",2,5,"na","na","na","na",472,1,472
"11_7",17,2,"na","low",3,31,"na","na","na","na",472,1,472
"11_7",18,1,"na","low",2,0,"na","na","na","na",472,1,472
"11_8",1,1,"na","high",2,0,"na","na","na","na",472,2,944
"11_8",1,2,"na","high",2,14,"na","na","na","na",472,2,944
"11_8",2,1,"na","high",2,17,"na","na","na","na",472,2,944
"11_8",3,1,"na","high",2,7,"na","na","na","na",472,2,944
"11_8",4,1,"na","high",2,23,"na","na","na","na",472,2,944
"11_8",5,1,"na","high",2,17,"na","na","na","na",472,2,944
"11_8",6,1,"na","high",2,2,"na","na","na","na",472,2,944
"11_8",7,2,"na","high",2,26,"na","na","na","na",472,2,944
"11_8",8,1,"na","high",2,3,"na","na","na","na",472,2,944
"11_8",8,2,"na","high",3,89,"na","na","na","na",472,2,944
"11_8",9,1,"na","high",2,14,"na","na","na","na",472,2,944
"11_8",10,1,"na","low",2,1,"na","na","na","na",472,1,472
"11_8",10,2,"na","low",2,3,"na","na","na","na",472,1,472
"11_8",11,1,"na","low",2,7,"na","na","na","na",472,1,472
"11_8",12,1,"na","low",2,4,"na","na","na","na",472,1,472
"11_8",13,1,"na","low",2,4,"na","na","na","na",472,1,472
"11_8",14,1,"na","low",2,4,"na","na","na","na",472,1,472
"11_8",15,1,"na","low",2,13,"na","na","na","na",472,1,472
"11_8",16,1,"na","low",2,5,"na","na","na","na",472,1,472
"11_8",16,2,"na","low",2,7,"na","na","na","na",472,1,472
"11_8",17,1,"na","low",2,2,"na","na","na","na",472,1,472
"11_8",17,2,"na","low",3,34,"na","na","na","na",472,1,472
"11_8",18,1,"na","low",2,9,"na","na","na","na",472,1,472
"11_9",1,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_9",1,2,"ELTR","high",1,24,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_9",1,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_9",1,2,"POSE","high",1,5,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_9",1,2,"VUMY","high",1,1,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_9",2,2,"ELEL","high",1,1,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_9",2,2,"ELTR","high",1,11,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_9",2,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_9",2,2,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_9",2,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_9",3,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_9",3,2,"ELTR","high",1,4,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_9",3,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_9",3,2,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_9",3,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_9",4,2,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_9",4,2,"ELTR","low",1,14,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_9",4,2,"POFE","low",1,18,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_9",4,2,"POSE","low",1,12,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_9",4,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_9",5,2,"ELEL","low",1,0,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_9",5,2,"ELTR","low",1,12,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_9",5,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_9",5,2,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_9",5,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_9",6,2,"ELEL","low",1,10,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_9",6,2,"ELTR","low",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_9",6,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_9",6,2,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_9",6,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_9",7,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_9",7,2,"ELTR","high",1,13,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_9",7,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_9",7,2,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_9",7,2,"VUMY","high",1,1,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_9",8,2,"ELEL","high",1,3,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_9",8,2,"ELTR","high",1,18,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_9",8,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_9",8,2,"POSE","high",1,4,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_9",8,2,"VUMY","high",1,1,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_9",9,2,"ELEL","high",1,2,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_9",9,2,"ELTR","high",1,24,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_9",9,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_9",9,2,"POSE","high",1,21,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_9",9,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_9",10,2,"ELEL","low",1,3,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_9",10,2,"ELTR","low",1,7,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_9",10,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_9",10,2,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_9",10,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_9",11,2,"ELEL","low",1,3,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_9",11,2,"ELTR","low",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_9",11,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_9",11,2,"POSE","low",1,7,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_9",11,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_9",12,2,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_9",12,2,"ELTR","low",1,28,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_9",12,2,"POFE","low",1,3,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_9",12,2,"POSE","low",1,4,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_9",12,2,"VUMY","low",1,8,"V_mic","Vulpia","microstachys","Agrass",49,1,49
