ID,Rep,Seeded,Trt,Time,Date,Site,Block,Fuel_Break_Desc,Her_Grazed,Grazed,Spatial_arrangement,Seed_Rate,Water,Species,Coating,Distance_Along_Transect_m,Seeded_Seedlings,,,,,,
11_11,4,,11,1,5/13/2015,nine,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,12,0,,,,,,
11_11,4,,11,1,5/13/2015,nine,three,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,11,4,,,,,,
11_11,5,,11,1,5/6/2015,one,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,2,14,,,,,,
11_11,5,,11,1,5/6/2015,one,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,1,16,,,,,,
11_11,5,,11,1,5/6/2015,one,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,5,1,,,,,,
11_11,5,,11,1,5/6/2015,one,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,4,6,,,,,,
11_11,5,,11,1,5/6/2015,one,one,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,3,5,,,,,,
11_11,6,,11,1,5/11/2015,seven,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,15,15,,,,,,
11_11,6,,11,1,5/11/2015,seven,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,11,17,,,,,,
11_11,6,,11,1,5/11/2015,seven,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,14,1,,,,,,
11_11,6,,11,1,5/11/2015,seven,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,13,2,,,,,,
11_11,6,,11,1,5/11/2015,seven,three,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,12,8,,,,,,
11_11,7,,11,1,5/10/2015,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,5,29,,,,,,
11_11,7,,11,1,5/10/2015,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,3,30,,,,,,
11_11,7,,11,1,5/10/2015,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,4,4,,,,,,
11_11,7,,11,1,5/10/2015,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,2,7,,,,,,
11_11,7,,11,1,5/10/2015,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,1,2,,,,,,
11_11,7,,11,2,5/30/2016,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,14,0,,,,,,
11_11,7,,11,2,5/30/2016,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,18,0,,,,,,
11_11,7,,11,2,5/30/2016,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMY,C,2,1,,,,,,
11_11,7,,11,2,5/30/2016,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,6,4,,,,,,
11_11,7,,11,2,5/30/2016,six,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,10,10,,,,,,
11_11,8,,11,1,5/8/2015,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,3,9,,,,,,
11_11,8,,11,1,5/8/2015,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,5,11,,,,,,
11_11,8,,11,1,5/8/2015,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,4,0,,,,,,
11_11,8,,11,1,5/8/2015,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,1,2,,,,,,
11_11,8,,11,1,5/8/2015,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,2,0,,,,,,
11_11,8,,11,2,5/22/2016,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,10,1,,,,,,
11_11,8,,11,2,5/22/2016,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,2,7,,,,,,
11_11,8,,11,2,5/22/2016,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMY,C,6,7,,,,,,
11_11,8,,11,2,5/22/2016,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,14,9,,,,,,
11_11,8,,11,2,5/22/2016,three,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,18,19,,,,,,
11_11,9,,11,1,5/6/2015,two,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,3,8,,,,,,
11_11,9,,11,1,5/6/2015,two,one,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,2,10,,,,,,
11_11,9,,11,1,5/6/2015,two,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,4,1,,,,,,
11_11,9,,11,1,5/6/2015,two,one,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,5,3,,,,,,
11_11,9,,11,1,5/6/2015,two,one,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,1,2,,,,,,
11_11,10,,11,1,5/12/2015,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,1,0,,,,,,
11_11,10,,11,1,5/12/2015,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,5,1,,,,,,
11_11,10,,11,1,5/12/2015,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,4,0,,,,,,
11_11,10,,11,1,5/12/2015,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,2,0,,,,,,
11_11,10,,11,1,5/12/2015,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,3,0,,,,,,
11_11,10,,11,2,6/5/2016,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,6,2,,,,,,
11_11,10,,11,2,6/5/2016,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,14,2,,,,,,
11_11,10,,11,2,6/5/2016,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,2,5,,,,,,
11_11,10,,11,2,6/5/2016,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMY,C,10,9,,,,,,
11_11,10,,11,2,6/5/2016,eight,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,18,16,,,,,,
11_11,11,,11,1,5/9/2015,five,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,1,2,,,,,,
11_11,11,,11,1,5/9/2015,five,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,2,10,,,,,,
11_11,11,,11,1,5/9/2015,five,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,3,1,,,,,,
11_11,11,,11,1,5/9/2015,five,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,4,9,,,,,,
11_11,11,,11,1,5/9/2015,five,two,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,5,1,,,,,,
11_11,12,,11,1,5/9/2015,four,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,2,3,,,,,,
11_11,12,,11,1,5/9/2015,four,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,5,9,,,,,,
11_11,12,,11,1,5/9/2015,four,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,4,1,,,,,,
11_11,12,,11,1,5/9/2015,four,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,3,2,,,,,,
11_11,12,,11,1,5/9/2015,four,two,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,1,3,,,,,,
11_11,13,,11,1,5/12/2015,nine,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,4,3,,,,,,
11_11,13,,11,1,5/12/2015,nine,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,2,2,,,,,,
11_11,13,,11,1,5/12/2015,nine,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,5,0,,,,,,
11_11,13,,11,1,5/12/2015,nine,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,3,0,,,,,,
11_11,13,,11,1,5/12/2015,nine,three,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,1,0,,,,,,
11_11,14,,11,1,5/5/2015,one,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,2,1,,,,,,
11_11,14,,11,1,5/5/2015,one,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,4,9,,,,,,
11_11,14,,11,1,5/5/2015,one,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,5,2,,,,,,
11_11,14,,11,1,5/5/2015,one,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,3,1,,,,,,
11_11,14,,11,1,5/5/2015,one,one,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,1,0,,,,,,
11_11,15,,11,1,5/11/2015,seven,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,5,4,,,,,,
11_11,15,,11,1,5/11/2015,seven,three,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,4,19,,,,,,
11_11,15,,11,1,5/11/2015,seven,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,3,0,,,,,,
11_11,15,,11,1,5/11/2015,seven,three,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,2,0,,,,,,
11_11,15,,11,1,5/11/2015,seven,three,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,1,0,,,,,,
11_11,16,,11,1,5/10/2015,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,4,5,,,,,,
11_11,16,,11,1,5/10/2015,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,3,21,,,,,,
11_11,16,,11,1,5/10/2015,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,2,5,,,,,,
11_11,16,,11,1,5/10/2015,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,1,2,,,,,,
11_11,16,,11,1,5/10/2015,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,5,0,,,,,,
11_11,16,,11,2,5/30/2016,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,6,0,,,,,,
11_11,16,,11,2,5/30/2016,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMY,C,18,0,,,,,,
11_11,16,,11,2,5/30/2016,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,2,1,,,,,,
11_11,16,,11,2,5/30/2016,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,14,7,,,,,,
11_11,16,,11,2,5/30/2016,six,two,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,10,19,,,,,,
11_11,17,,11,1,5/7/2015,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,12,0,,,,,,
11_11,17,,11,1,5/7/2015,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,15,11,,,,,,
11_11,17,,11,1,5/7/2015,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,11,3,,,,,,
11_11,17,,11,1,5/7/2015,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,14,4,,,,,,
11_11,17,,11,1,5/7/2015,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,13,1,,,,,,
11_11,17,,11,2,5/22/2016,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMY,C,50,0,,,,,,
11_11,17,,11,2,5/22/2016,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,48,4,,,,,,
11_11,17,,11,2,5/22/2016,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,54,6,,,,,,
11_11,17,,11,2,5/22/2016,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,42,9,,,,,,
11_11,17,,11,2,5/22/2016,three,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,58,14,,,,,,
11_11,18,,11,1,5/6/2015,two,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELEL,C,12,14,,,,,,
11_11,18,,11,1,5/6/2015,two,one,mono low,Ungrazed,Ungrazed,mono,low,no water,ELTR,C,15,7,,,,,,
11_11,18,,11,1,5/6/2015,two,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POFE,C,13,0,,,,,,
11_11,18,,11,1,5/6/2015,two,one,mono low,Ungrazed,Ungrazed,mono,low,no water,POSE,C,11,0,,,,,,
11_11,18,,11,1,5/6/2015,two,one,mono low,Ungrazed,Ungrazed,mono,low,no water,VUMI,C,14,6,,,,,,
11_12,1,,12,1,5/12/2015,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,5,1,,,,,,
11_12,1,,12,1,5/12/2015,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,2,6,,,,,,
11_12,1,,12,1,5/12/2015,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,4,0,,,,,,
11_12,1,,12,1,5/12/2015,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,3,0,,,,,,
11_12,1,,12,1,5/12/2015,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,1,1,,,,,,
11_12,1,,12,2,6/5/2016,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,13,0,,,,,,
11_12,1,,12,2,6/5/2016,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,9,2,,,,,,
11_12,1,,12,2,6/5/2016,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,17,6,,,,,,
11_12,1,,12,2,6/5/2016,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMY,C,2,8,,,,,,
11_12,1,,12,2,6/5/2016,eight,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,6,23,,,,,,
11_12,2,,12,1,5/9/2015,five,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,3,14,,,,,,
11_12,2,,12,1,5/9/2015,five,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,2,36,,,,,,
11_12,2,,12,1,5/9/2015,five,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,4,1,,,,,,
11_12,2,,12,1,5/9/2015,five,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,5,8,,,,,,
11_12,2,,12,1,5/9/2015,five,two,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,1,7,,,,,,
11_12,3,,12,1,5/9/2015,four,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,1,4,,,,,,
11_12,3,,12,1,5/9/2015,four,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,2,16,,,,,,
11_12,3,,12,1,5/9/2015,four,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,4,0,,,,,,
11_12,3,,12,1,5/9/2015,four,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,5,0,,,,,,
11_12,3,,12,1,5/9/2015,four,two,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,3,6,,,,,,
11_12,4,,12,1,5/12/2015,nine,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,1,14,,,,,,
11_12,4,,12,1,5/12/2015,nine,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,4,5,,,,,,
11_12,4,,12,1,5/12/2015,nine,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,3,1,,,,,,
11_12,4,,12,1,5/12/2015,nine,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,2,0,,,,,,
11_12,4,,12,1,5/12/2015,nine,three,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,5,4,,,,,,
11_12,5,,12,1,5/5/2015,one,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,11,6,,,,,,
11_12,5,,12,1,5/5/2015,one,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,15,13,,,,,,
11_12,5,,12,1,5/5/2015,one,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,12,4,,,,,,
11_12,5,,12,1,5/5/2015,one,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,14,14,,,,,,
11_12,5,,12,1,5/5/2015,one,one,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,13,1,,,,,,
11_12,6,,12,1,5/11/2015,seven,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,4,5,,,,,,
11_12,6,,12,1,5/11/2015,seven,three,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,3,24,,,,,,
11_12,6,,12,1,5/11/2015,seven,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,1,0,,,,,,
11_12,6,,12,1,5/11/2015,seven,three,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,5,0,,,,,,
11_12,6,,12,1,5/11/2015,seven,three,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,2,5,,,,,,
11_12,7,,12,1,5/10/2015,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,5,19,,,,,,
11_12,7,,12,1,5/10/2015,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,3,48,,,,,,
11_12,7,,12,1,5/10/2015,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,2,5,,,,,,
11_12,7,,12,1,5/10/2015,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,1,3,,,,,,
11_12,7,,12,1,5/10/2015,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,4,16,,,,,,
11_12,7,,12,2,5/31/2016,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,2,0,,,,,,
11_12,7,,12,2,5/31/2016,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,18,0,,,,,,
11_12,7,,12,2,5/31/2016,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,6,1,,,,,,
11_12,7,,12,2,5/31/2016,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMY,C,14,6,,,,,,
11_12,7,,12,2,5/31/2016,six,two,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,10,10,,,,,,
11_12,8,,12,1,5/7/2015,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,1,10,,,,,,
11_12,8,,12,1,5/7/2015,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,5,39,,,,,,
11_12,8,,12,1,5/7/2015,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,4,0,,,,,,
11_12,8,,12,1,5/7/2015,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,3,16,,,,,,
11_12,8,,12,1,5/7/2015,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,2,24,,,,,,
11_12,8,,12,2,5/22/2016,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,2,0,,,,,,
11_12,8,,12,2,5/22/2016,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMY,C,6,4,,,,,,
11_12,8,,12,2,5/22/2016,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,14,9,,,,,,
11_12,8,,12,2,5/22/2016,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,10,13,,,,,,
11_12,8,,12,2,5/22/2016,three,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,18,21,,,,,,
11_12,9,,12,1,5/6/2015,two,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELEL,C,3,1,,,,,,
11_12,9,,12,1,5/6/2015,two,one,mono high water,Ungrazed,Ungrazed,mono,high,water,ELTR,C,1,20,,,,,,
11_12,9,,12,1,5/6/2015,two,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POFE,C,2,1,,,,,,
11_12,9,,12,1,5/6/2015,two,one,mono high water,Ungrazed,Ungrazed,mono,high,water,POSE,C,4,0,,,,,,
11_12,9,,12,1,5/6/2015,two,one,mono high water,Ungrazed,Ungrazed,mono,high,water,VUMI,C,5,8,,,,,,
11_12,10,,12,1,5/12/2015,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,14,0,,,,,,
11_12,10,,12,1,5/12/2015,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,15,15,,,,,,
11_12,10,,12,1,5/12/2015,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,12,0,,,,,,
11_12,10,,12,1,5/12/2015,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,11,1,,,,,,
11_12,10,,12,1,5/12/2015,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,13,2,,,,,,
11_12,10,,12,2,6/5/2016,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,54,0,,,,,,
11_12,10,,12,2,6/5/2016,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,42,1,,,,,,
11_12,10,,12,2,6/5/2016,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,46,1,,,,,,
11_12,10,,12,2,6/5/2016,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMY,C,50,7,,,,,,
11_12,10,,12,2,6/5/2016,eight,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,58,19,,,,,,
11_12,11,,12,1,5/10/2015,five,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,13,3,,,,,,
11_12,11,,12,1,5/10/2015,five,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,11,9,,,,,,
11_12,11,,12,1,5/10/2015,five,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,14,0,,,,,,
11_12,11,,12,1,5/10/2015,five,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,15,0,,,,,,
11_12,11,,12,1,5/10/2015,five,two,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,12,1,,,,,,
11_12,12,,12,1,5/8/2015,four,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,15,11,,,,,,
11_12,12,,12,1,5/8/2015,four,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,12,10,,,,,,
11_12,12,,12,1,5/8/2015,four,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,13,0,,,,,,
11_12,12,,12,1,5/8/2015,four,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,11,2,,,,,,
11_12,12,,12,1,5/8/2015,four,two,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,14,0,,,,,,
11_12,13,,12,1,5/13/2015,nine,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,15,6,,,,,,
11_12,13,,12,1,5/13/2015,nine,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,13,8,,,,,,
11_12,13,,12,1,5/13/2015,nine,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,11,0,,,,,,
11_12,13,,12,1,5/13/2015,nine,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,14,2,,,,,,
11_12,13,,12,1,5/13/2015,nine,three,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,12,,,,,,,
11_12,14,,12,1,5/5/2015,one,one,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,2,1,,,,,,
11_12,14,,12,1,5/5/2015,one,one,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,4,13,,,,,,
11_12,14,,12,1,5/5/2015,one,one,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,1,1,,,,,,
11_12,14,,12,1,5/5/2015,one,one,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,5,4,,,,,,
11_12,14,,12,1,5/5/2015,one,one,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,3,0,,,,,,
11_12,15,,12,1,5/12/2015,seven,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,1,0,,,,,,
11_12,15,,12,1,5/12/2015,seven,three,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,2,4,,,,,,
11_12,15,,12,1,5/12/2015,seven,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,3,1,,,,,,
11_12,15,,12,1,5/12/2015,seven,three,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,5,1,,,,,,
11_12,15,,12,1,5/12/2015,seven,three,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,4,0,,,,,,
11_12,16,,12,1,5/10/2015,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,1,18,,,,,,
11_12,16,,12,1,5/10/2015,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,4,15,,,,,,
11_12,16,,12,1,5/10/2015,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,5,5,,,,,,
11_12,16,,12,1,5/10/2015,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,3,3,,,,,,
11_12,16,,12,1,5/10/2015,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,2,2,,,,,,
11_12,16,,12,2,5/31/2016,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,10,0,,,,,,
11_12,16,,12,2,5/31/2016,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,18,0,,,,,,
11_12,16,,12,2,5/31/2016,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,2,1,,,,,,
11_12,16,,12,2,5/31/2016,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMY,C,6,2,,,,,,
11_12,16,,12,2,5/31/2016,six,two,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,14,9,,,,,,
11_12,17,,12,1,5/8/2015,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,11,4,,,,,,
11_12,17,,12,1,5/8/2015,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,15,6,,,,,,
11_12,17,,12,1,5/8/2015,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,13,5,,,,,,
11_12,17,,12,1,5/8/2015,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,12,0,,,,,,
11_12,17,,12,1,5/8/2015,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMI,C,14,0,,,,,,
11_12,17,,12,2,5/23/2016,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,42,0,,,,,,
11_12,17,,12,2,5/23/2016,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,POFE,C,50,6,,,,,,
11_12,17,,12,2,5/23/2016,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,VUMY,C,54,6,,,,,,
11_12,17,,12,2,5/23/2016,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,POSE,C,46,14,,,,,,
11_12,17,,12,2,5/23/2016,three,one,mono low water,Ungrazed,Ungrazed,mono,low,water,ELTR,C,58,36,,,,,,
11_12,18,,12,1,5/6/2015,two,one,mono low water,Ungrazed,Ungrazed,mono,low,water,ELEL,C,2,6,,,,,,
