source_row,source_observationid,source_treatmentid,block,replicate,area_key,area_found,explicit_area_treatment_found,timepoint_found,source_species_code,prepare_status
490,GAZP_11,11_49,1515,123,plot:166:1515:123,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
491,GAZP_11,11_49,1516,142,plot:166:1516:142,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
492,GAZP_11,11_49,1517,41,plot:166:1517:41,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
493,GAZP_11,11_49,1518,31,plot:166:1518:31,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
494,GAZP_11,11_49,1610,13,plot:166:1610:13,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
495,GAZP_11,11_49,1611,12,plot:166:1611:12,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
496,GAZP_11,11_49,1612,32,plot:166:1612:32,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
497,GAZP_11,11_49,1613,53,plot:166:1613:53,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
498,GAZP_11,11_49,1614,111,plot:166:1614:111,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
499,GAZP_11,11_49,1615,113,plot:166:1615:113,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
500,GAZP_11,11_49,1616,152,plot:166:1616:152,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
501,GAZP_11,11_49,1617,41,plot:166:1617:41,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
502,GAZP_11,11_49,1618,121,plot:166:1618:121,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
503,GAZP_11,11_1,10101,462,plot:166:10101:462,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
504,GAZP_11,11_1,10101,542,plot:166:10101:542,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
505,GAZP_11,11_1,10102,461,plot:166:10102:461,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
506,GAZP_11,11_1,10102,501,plot:166:10102:501,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
507,GAZP_11,11_1,10102,541,plot:166:10102:541,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
508,GAZP_11,11_1,10103,63,plot:166:10103:63,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
509,GAZP_11,11_1,10103,143,plot:166:10103:143,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
510,GAZP_11,11_1,10201,102,plot:166:10201:102,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
511,GAZP_11,11_1,10201,142,plot:166:10201:142,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
512,GAZP_11,11_1,10202,463,plot:166:10202:463,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
513,GAZP_11,11_1,10202,543,plot:166:10202:543,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
514,GAZP_11,11_2,10501,62,plot:166:10501:62,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
515,GAZP_11,11_2,10501,142,plot:166:10501:142,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
516,GAZP_11,11_2,10502,61,plot:166:10502:61,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
517,GAZP_11,11_2,10502,101,plot:166:10502:101,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
518,GAZP_11,11_2,10502,141,plot:166:10502:141,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
519,GAZP_11,11_2,10503,463,plot:166:10503:463,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
520,GAZP_11,11_2,10503,543,plot:166:10503:543,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
521,GAZP_11,11_2,10601,502,plot:166:10601:502,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
522,GAZP_11,11_2,10601,542,plot:166:10601:542,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
523,GAZP_11,11_2,10602,63,plot:166:10602:63,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
524,GAZP_11,11_2,10602,143,plot:166:10602:143,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
525,GAZP_11,11_3,10104,102,plot:166:10104:102,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
526,GAZP_11,11_3,10104,142,plot:166:10104:142,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
527,GAZP_11,11_3,10105,461,plot:166:10105:461,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
528,GAZP_11,11_3,10105,501,plot:166:10105:501,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
529,GAZP_11,11_3,10105,541,plot:166:10105:541,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
530,GAZP_11,11_3,10106,453,plot:166:10106:453,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
531,GAZP_11,11_3,10106,543,plot:166:10106:543,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
532,GAZP_11,11_3,10203,502,plot:166:10203:502,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
533,GAZP_11,11_3,10203,542,plot:166:10203:542,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
534,GAZP_11,11_3,10204,461,plot:166:10204:461,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
535,GAZP_11,11_3,10204,501,plot:166:10204:501,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
536,GAZP_11,11_3,10204,541,plot:166:10204:541,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
537,GAZP_11,11_3,10205,463,plot:166:10205:463,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
538,GAZP_11,11_3,10205,543,plot:166:10205:543,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
539,GAZP_11,11_4,10504,502,plot:166:10504:502,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
540,GAZP_11,11_4,10504,542,plot:166:10504:542,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
541,GAZP_11,11_4,10505,61,plot:166:10505:61,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
542,GAZP_11,11_4,10505,101,plot:166:10505:101,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
543,GAZP_11,11_4,10505,141,plot:166:10505:141,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
544,GAZP_11,11_4,10506,63,plot:166:10506:63,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
545,GAZP_11,11_4,10506,143,plot:166:10506:143,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
546,GAZP_11,11_4,10603,102,plot:166:10603:102,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
547,GAZP_11,11_4,10603,142,plot:166:10603:142,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
548,GAZP_11,11_4,10604,61,plot:166:10604:61,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
549,GAZP_11,11_4,10604,101,plot:166:10604:101,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
550,GAZP_11,11_4,10604,141,plot:166:10604:141,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
551,GAZP_11,11_4,10605,63,plot:166:10605:63,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
552,GAZP_11,11_4,10605,143,plot:166:10605:143,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
553,GAZP_11,11_5,10901,102,plot:166:10901:102,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
554,GAZP_11,11_5,10902,61,plot:166:10902:61,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
555,GAZP_11,11_5,10903,583,plot:166:10903:583,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
556,GAZP_11,11_5,11001,112,plot:166:11001:112,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
557,GAZP_11,11_5,11002,421,plot:166:11002:421,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
558,GAZP_11,11_5,11003,143,plot:166:11003:143,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
559,GAZP_11,11_6,11301,582,plot:166:11301:582,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
560,GAZP_11,11_6,11302,461,plot:166:11302:461,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
561,GAZP_11,11_6,11303,143,plot:166:11303:143,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
562,GAZP_11,11_6,11401,462,plot:166:11401:462,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
563,GAZP_11,11_6,11402,21,plot:166:11402:21,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
564,GAZP_11,11_6,11403,503,plot:166:11403:503,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
565,GAZP_11,11_7,10904,22,plot:166:10904:22,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
566,GAZP_11,11_7,10905,61,plot:166:10905:61,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
567,GAZP_11,11_7,10906,173,plot:166:10906:173,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
568,GAZP_11,11_7,11004,502,plot:166:11004:502,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
569,GAZP_11,11_7,11005,61,plot:166:11005:61,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
570,GAZP_11,11_7,11006,23,plot:166:11006:23,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
571,GAZP_11,11_8,11304,502,plot:166:11304:502,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
572,GAZP_11,11_8,11305,541,plot:166:11305:541,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
573,GAZP_11,11_8,11306,563,plot:166:11306:563,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
574,GAZP_11,11_8,11404,142,plot:166:11404:142,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
575,GAZP_11,11_8,11405,581,plot:166:11405:581,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
576,GAZP_11,11_8,11406,543,plot:166:11406:543,TRUE,TRUE,TRUE,Ely_ely,ready_for_build
577,GAZP_11,11_9,10901,142,plot:166:10901:142,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
578,GAZP_11,11_9,10902,21,plot:166:10902:21,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
579,GAZP_11,11_9,10903,423,plot:166:10903:423,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
580,GAZP_11,11_9,11001,62,plot:166:11001:62,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
581,GAZP_11,11_9,11002,581,plot:166:11002:581,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
582,GAZP_11,11_9,11003,103,plot:166:11003:103,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
583,GAZP_11,11_10,11301,462,plot:166:11301:462,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
584,GAZP_11,11_10,11302,581,plot:166:11302:581,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
585,GAZP_11,11_10,11303,23,plot:166:11303:23,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
586,GAZP_11,11_10,11401,582,plot:166:11401:582,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
587,GAZP_11,11_10,11402,141,plot:166:11402:141,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
588,GAZP_11,11_10,11403,423,plot:166:11403:423,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
589,GAZP_11,11_11,10904,62,plot:166:10904:62,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
590,GAZP_11,11_11,10905,141,plot:166:10905:141,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
591,GAZP_11,11_11,10906,133,plot:166:10906:133,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
592,GAZP_11,11_11,11004,422,plot:166:11004:422,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
593,GAZP_11,11_11,11005,141,plot:166:11005:141,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
594,GAZP_11,11_11,11006,63,plot:166:11006:63,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
595,GAZP_11,11_12,11304,542,plot:166:11304:542,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
596,GAZP_11,11_12,11305,501,plot:166:11305:501,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
597,GAZP_11,11_12,11306,483,plot:166:11306:483,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
598,GAZP_11,11_12,11404,62,plot:166:11404:62,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
599,GAZP_11,11_12,11405,541,plot:166:11405:541,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
600,GAZP_11,11_12,11406,463,plot:166:11406:463,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
601,GAZP_11,11_13,10901,22,plot:166:10901:22,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
602,GAZP_11,11_13,10902,181,plot:166:10902:181,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
603,GAZP_11,11_13,10903,543,plot:166:10903:543,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
604,GAZP_11,11_13,11001,152,plot:166:11001:152,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
605,GAZP_11,11_13,11002,461,plot:166:11002:461,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
606,GAZP_11,11_13,11003,23,plot:166:11003:23,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
607,GAZP_11,11_14,11301,502,plot:166:11301:502,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
608,GAZP_11,11_14,11302,421,plot:166:11302:421,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
609,GAZP_11,11_14,11303,63,plot:166:11303:63,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
610,GAZP_11,11_14,11401,502,plot:166:11401:502,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
611,GAZP_11,11_14,11402,101,plot:166:11402:101,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
612,GAZP_11,11_14,11403,463,plot:166:11403:463,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
613,GAZP_11,11_15,10904,102,plot:166:10904:102,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
614,GAZP_11,11_15,10905,181,plot:166:10905:181,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
615,GAZP_11,11_15,10906,103,plot:166:10906:103,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
616,GAZP_11,11_15,11004,542,plot:166:11004:542,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
617,GAZP_11,11_15,11005,21,plot:166:11005:21,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
618,GAZP_11,11_15,11006,103,plot:166:11006:103,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
619,GAZP_11,11_16,11304,462,plot:166:11304:462,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
620,GAZP_11,11_16,11305,421,plot:166:11305:421,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
621,GAZP_11,11_16,11306,523,plot:166:11306:523,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
622,GAZP_11,11_16,11404,102,plot:166:11404:102,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
623,GAZP_11,11_16,11405,461,plot:166:11405:461,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
624,GAZP_11,11_16,11406,583,plot:166:11406:583,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
625,GAZP_11,11_17,10901,62,plot:166:10901:62,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
626,GAZP_11,11_17,10902,101,plot:166:10902:101,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
627,GAZP_11,11_17,10903,503,plot:166:10903:503,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
628,GAZP_11,11_17,11001,182,plot:166:11001:182,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
629,GAZP_11,11_17,11002,541,plot:166:11002:541,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
630,GAZP_11,11_17,11003,183,plot:166:11003:183,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
631,GAZP_11,11_18,11301,422,plot:166:11301:422,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
632,GAZP_11,11_18,11302,501,plot:166:11302:501,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
633,GAZP_11,11_18,11303,183,plot:166:11303:183,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
634,GAZP_11,11_18,11401,542,plot:166:11401:542,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
635,GAZP_11,11_18,11402,181,plot:166:11402:181,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
636,GAZP_11,11_18,11403,543,plot:166:11403:543,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
637,GAZP_11,11_19,10904,142,plot:166:10904:142,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
638,GAZP_11,11_19,10905,101,plot:166:10905:101,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
639,GAZP_11,11_19,10906,63,plot:166:10906:63,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
640,GAZP_11,11_19,11004,582,plot:166:11004:582,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
641,GAZP_11,11_19,11005,181,plot:166:11005:181,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
642,GAZP_11,11_19,11006,173,plot:166:11006:173,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
643,GAZP_11,11_20,11304,422,plot:166:11304:422,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
644,GAZP_11,11_20,11305,581,plot:166:11305:581,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
645,GAZP_11,11_20,11306,413,plot:166:11306:413,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
646,GAZP_11,11_20,11404,182,plot:166:11404:182,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
647,GAZP_11,11_20,11405,501,plot:166:11405:501,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
648,GAZP_11,11_20,11406,503,plot:166:11406:503,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
649,GAZP_11,11_21,10901,182,plot:166:10901:182,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
650,GAZP_11,11_21,10902,141,plot:166:10902:141,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
651,GAZP_11,11_21,10903,463,plot:166:10903:463,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
652,GAZP_11,11_21,11001,22,plot:166:11001:22,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
653,GAZP_11,11_21,11002,501,plot:166:11002:501,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
654,GAZP_11,11_21,11003,63,plot:166:11003:63,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
655,GAZP_11,11_22,11301,542,plot:166:11301:542,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
656,GAZP_11,11_22,11302,541,plot:166:11302:541,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
657,GAZP_11,11_22,11303,103,plot:166:11303:103,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
658,GAZP_11,11_22,11401,422,plot:166:11401:422,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
659,GAZP_11,11_22,11402,61,plot:166:11402:61,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
660,GAZP_11,11_22,11403,583,plot:166:11403:583,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
661,GAZP_11,11_23,10904,182,plot:166:10904:182,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
662,GAZP_11,11_23,10905,21,plot:166:10905:21,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
663,GAZP_11,11_23,10906,23,plot:166:10906:23,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
664,GAZP_11,11_23,11004,462,plot:166:11004:462,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
665,GAZP_11,11_23,11005,101,plot:166:11005:101,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
666,GAZP_11,11_23,11006,133,plot:166:11006:133,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
667,GAZP_11,11_24,11304,582,plot:166:11304:582,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
668,GAZP_11,11_24,11305,461,plot:166:11305:461,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
669,GAZP_11,11_24,11306,453,plot:166:11306:453,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
670,GAZP_11,11_24,11404,22,plot:166:11404:22,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
671,GAZP_11,11_24,11405,421,plot:166:11405:421,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
672,GAZP_11,11_24,11406,423,plot:166:11406:423,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
673,GAZP_11,11_25,20025,1,plot:166:20025:1,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
674,GAZP_11,11_25,20025,2,plot:166:20025:2,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
675,GAZP_11,11_25,20025,3,plot:166:20025:3,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
676,GAZP_11,11_25,20025,4,plot:166:20025:4,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
677,GAZP_11,11_25,20025,5,plot:166:20025:5,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
678,GAZP_11,11_25,20025,6,plot:166:20025:6,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
679,GAZP_11,11_25,20025,7,plot:166:20025:7,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
680,GAZP_11,11_25,20025,8,plot:166:20025:8,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
681,GAZP_11,11_25,20025,9,plot:166:20025:9,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
682,GAZP_11,11_25,20025,10,plot:166:20025:10,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
683,GAZP_11,11_25,20025,11,plot:166:20025:11,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
684,GAZP_11,11_25,20025,12,plot:166:20025:12,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
685,GAZP_11,11_25,20025,13,plot:166:20025:13,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
686,GAZP_11,11_25,20025,14,plot:166:20025:14,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
687,GAZP_11,11_25,20025,15,plot:166:20025:15,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
688,GAZP_11,11_25,20025,16,plot:166:20025:16,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
689,GAZP_11,11_25,20025,17,plot:166:20025:17,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
690,GAZP_11,11_25,20025,18,plot:166:20025:18,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
691,GAZP_11,11_25,20025,19,plot:166:20025:19,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
692,GAZP_11,11_25,20025,20,plot:166:20025:20,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
693,GAZP_11,11_25,20025,21,plot:166:20025:21,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
694,GAZP_11,11_25,20025,22,plot:166:20025:22,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
695,GAZP_11,11_25,20025,23,plot:166:20025:23,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
696,GAZP_11,11_25,20025,24,plot:166:20025:24,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
697,GAZP_11,11_25,20025,25,plot:166:20025:25,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
698,GAZP_11,11_25,20025,26,plot:166:20025:26,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
699,GAZP_11,11_25,20025,27,plot:166:20025:27,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
700,GAZP_11,11_25,20025,28,plot:166:20025:28,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
701,GAZP_11,11_25,20025,29,plot:166:20025:29,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
702,GAZP_11,11_25,20025,30,plot:166:20025:30,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
703,GAZP_11,11_25,20025,31,plot:166:20025:31,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
704,GAZP_11,11_25,20025,32,plot:166:20025:32,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
705,GAZP_11,11_25,20025,33,plot:166:20025:33,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
706,GAZP_11,11_25,20025,34,plot:166:20025:34,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
707,GAZP_11,11_25,20025,35,plot:166:20025:35,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
708,GAZP_11,11_25,20025,36,plot:166:20025:36,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
709,GAZP_11,11_25,20025,37,plot:166:20025:37,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
710,GAZP_11,11_25,20025,38,plot:166:20025:38,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
711,GAZP_11,11_25,20025,39,plot:166:20025:39,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
712,GAZP_11,11_25,20025,40,plot:166:20025:40,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
713,GAZP_11,11_25,20025,41,plot:166:20025:41,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
714,GAZP_11,11_25,20025,42,plot:166:20025:42,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
715,GAZP_11,11_25,20025,43,plot:166:20025:43,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
716,GAZP_11,11_25,20025,44,plot:166:20025:44,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
717,GAZP_11,11_25,20025,45,plot:166:20025:45,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
718,GAZP_11,11_25,20025,46,plot:166:20025:46,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
719,GAZP_11,11_25,20025,47,plot:166:20025:47,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
720,GAZP_11,11_25,20025,48,plot:166:20025:48,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
721,GAZP_11,11_25,20025,49,plot:166:20025:49,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
722,GAZP_11,11_25,20025,50,plot:166:20025:50,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
723,GAZP_11,11_25,20025,51,plot:166:20025:51,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
724,GAZP_11,11_25,20025,52,plot:166:20025:52,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
725,GAZP_11,11_25,20025,53,plot:166:20025:53,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
726,GAZP_11,11_25,20025,54,plot:166:20025:54,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
727,GAZP_11,11_25,20025,55,plot:166:20025:55,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
728,GAZP_11,11_25,20025,56,plot:166:20025:56,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
729,GAZP_11,11_25,20025,57,plot:166:20025:57,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
730,GAZP_11,11_25,20025,58,plot:166:20025:58,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
731,GAZP_11,11_25,20025,59,plot:166:20025:59,TRUE,TRUE,TRUE,L_Pgrass,ready_for_build
