STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19731101,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,124,0,0,9999,0,0,132,0,0,241,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19731201,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,102,0,0,9999,0,0,182,0,0,171,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740101,9999,0,0,3,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,71,0,0,9999,0,0,158,0,0,211,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740201,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,46,0,0,9999,0,0,79,0,0,76,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740301,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,53,0,0,9999,0,0,98,0,0,76,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740401,9999,0,0,4,0,0,2,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,180,0,0,9999,0,0,452,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740501,9999,0,0,9,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,130,0,0,9999,0,0,603,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740601,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,122,0,0,9999,0,0,222,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740701,9999,0,0,1,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,188,0,0,9999,0,0,203,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740801,9999,0,0,2,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,160,0,0,9999,0,0,193,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19740901,9999,0,0,3,0,0,2,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,180,0,0,9999,0,0,432,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19741001,9999,0,0,4,0,0,2,0,0,1,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,465,0,0,0,1,1,762,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19741101,9999,0,0,3,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,114,0,0,9999,0,0,242,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19741201,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,0,0,0,9999,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750101,9999,0,0,3,0,0,2,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,152,0,0,9999,0,0,346,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750201,9999,0,0,3,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,61,0,0,9999,0,0,124,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750301,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,0,0,0,9999,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750401,9999,0,0,6,0,0,3,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,191,0,0,9999,0,0,655,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750501,9999,0,0,9,0,0,5,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,201,0,0,0,0,0,1007,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750601,9999,0,0,12,0,0,5,0,0,1,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,361,0,0,0,0,0,1446,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750701,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,71,0,0,0,0,0,96,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750801,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,25,0,0,0,0,0,25,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19750901,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19751001,9999,0,0,3,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,221,0,0,0,0,0,297,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19751101,9999,0,0,5,0,0,3,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,221,0,0,9999,0,0,711,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19751201,9999,0,0,9,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,102,0,0,9999,0,0,654,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760101,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,51,0,0,9999,0,0,76,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760201,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,8,0,0,9999,0,0,13,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760301,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,51,0,0,9999,0,0,89,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760401,9999,0,0,8,0,0,2,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,180,0,0,9999,0,0,806,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760501,9999,0,0,4,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,180,0,0,0,0,0,345,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760601,9999,0,0,5,0,0,2,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,216,0,0,0,0,0,558,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760701,9999,0,0,2,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,130,0,0,0,0,0,211,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760801,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19760901,9999,0,0,2,0,0,2,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,165,0,0,0,0,0,305,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19761001,9999,0,0,3,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,53,0,0,0,0,0,127,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19761101,9999,0,0,3,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,127,0,0,9999,0,0,252,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19761201,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,20,0,0,9999,0,0,20,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770101,9999,0,0,7,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,71,0,0,9999,0,0,376,0,0,178,8,3,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770301,9999,0,0,4,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,81,0,0,9999,0,0,256,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770401,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,71,0,0,0,0,0,117,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770501,9999,0,0,4,0,0,2,0,0,1,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,338,0,0,0,0,0,671,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770601,9999,0,0,7,0,0,4,0,0,2,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,318,0,0,0,0,0,1077,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770701,9999,0,0,5,0,0,1,0,0,1,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,254,0,0,0,0,0,543,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770801,9999,0,0,6,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,89,0,0,0,0,0,320,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19770901,9999,0,0,5,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,140,0,0,0,0,0,460,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19771001,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,109,0,0,0,1,1,194,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19771101,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,112,0,0,9999,0,0,146,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1076.9,45.03333,-106.85,19780201,0,1,1,2,0,0,0,0,0,0,0,0,9,1,1,27,1,1,0,1,1,18,1,1,7650,1,1,41,0,0,9999,0,0,87,0,0,9999,0,0,-289,1,1,50,1,1,-167,1,1,-34,1,1,-100,1,1
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19780301,0,2,1,1,0,0,0,0,0,0,0,0,3,2,1,24,2,1,0,2,1,4,2,1,5061,2,1,56,0,0,9999,0,0,90,0,0,9999,0,0,-300,2,1,283,2,1,-65,2,1,82,2,1,9,2,1
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19780401,9999,0,0,5,0,0,2,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,178,0,0,0,0,0,529,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19780501,9999,0,0,10,0,0,4,0,0,2,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,521,0,0,0,0,0,1809,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19780601,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,30,0,0,0,0,0,86,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19780701,9999,0,0,3,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,81,0,0,0,0,0,205,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19780801,9999,0,0,2,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,175,0,0,0,0,0,223,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19780901,9999,0,0,4,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,122,0,0,0,0,0,353,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19781001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3053,0,0,58,0,0,0,0,0,63,0,0,0,0,0,-94,0,0,289,0,0,-18,0,0,187,0,0,85,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19781101,9999,0,0,3,0,0,1,0,0,1,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,279,0,0,9999,0,0,387,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19781201,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,33,0,0,9999,0,0,102,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790101,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,51,0,0,9999,0,0,133,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790201,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,36,0,0,9999,0,0,63,0,0,79,3,2,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790301,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,25,0,0,9999,0,0,57,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790401,9999,0,0,4,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,122,0,0,9999,0,0,326,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790501,9999,0,0,4,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,145,0,0,0,0,0,396,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790601,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,89,0,0,0,0,0,206,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790701,9999,0,0,4,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,127,0,0,0,0,0,335,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790801,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,107,0,0,0,0,0,206,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19790901,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,79,0,0,0,0,0,128,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19791001,9999,0,0,2,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,191,0,0,0,0,0,285,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19791101,9999,0,0,3,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,229,0,0,9999,0,0,320,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19791201,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,23,0,0,9999,0,0,23,0,0,61,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800101,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,23,0,0,9999,0,0,54,0,0,171,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800201,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,51,0,0,9999,0,0,118,0,0,333,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800301,9999,0,0,7,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,61,0,0,9999,0,0,301,0,0,388,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800401,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,25,0,0,9999,0,0,76,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800501,9999,0,0,6,0,0,4,0,0,3,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,363,0,0,0,0,0,1284,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800601,9999,0,0,3,0,0,1,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,218,0,0,0,0,0,386,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800701,9999,0,0,3,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,43,0,0,0,0,0,132,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800801,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,56,0,0,0,0,0,136,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1068,45.06667,-106.78333,19800901,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,66,0,0,0,0,0,157,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1067.1,45.06667,-106.78333,19801001,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,81,0,0,0,0,0,106,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1067.1,45.06667,-106.78333,19801101,9999,0,0,2,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,89,0,0,9999,0,0,117,0,0,317,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1067.1,45.06667,-106.78333,19801201,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,20,0,0,279,16,16,40,0,0,0,2,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1067.1,45.06667,-106.78333,19810101,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,5,0,0,51,2,2,10,0,0,0,1,1,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1067.1,45.06667,-106.78333,19810201,9999,0,0,1,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,25,0,0,76,9,5,68,0,0,139,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
GHCND:USC00242266,DECKER MT US,1067.1,45.06667,-106.78333,19810301,9999,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,15,0,0,0,0,0,36,0,0,3,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0,9999,0,0
