veg_resultid,areaid,time_since_restoration,year,month,day,speciesid,cultivarid,individualid,origin,level,response,metric,notes
2040,1067,624,2012,6,,484,,,native,species,0,density,
2041,1067,624,2012,6,,1686,,,native,species,0,density,
2042,1067,624,2012,6,,1687,,,native,species,0,density,
2043,1067,624,2012,6,,712,,,native,species,0,density,
2044,1067,624,2012,6,,1741,,,native,species,2.00000007546,density,
2045,1068,624,2012,6,,465,,,native,species,0,density,
2046,1068,624,2012,6,,484,,,native,species,0,density,
2047,1068,624,2012,6,,1686,,,native,species,0,density,
2048,1068,624,2012,6,,1687,,,native,species,0,density,
2049,1068,624,2012,6,,712,,,native,species,0,density,
2050,1068,624,2012,6,,1741,,,native,species,3.00000000808,density,
2051,1069,624,2012,6,,465,,,native,species,0,density,
2052,1069,624,2012,6,,484,,,native,species,2.00000007546,density,
2053,1069,624,2012,6,,1686,,,native,species,0,density,
2054,1069,624,2012,6,,1687,,,native,species,0,density,
2055,1069,624,2012,6,,712,,,native,species,0,density,
2056,1069,624,2012,6,,1741,,,native,species,3.00000000808,density,
2057,1070,624,2012,6,,465,,,native,species,0,density,
2058,1070,624,2012,6,,484,,,native,species,0,density,
2059,1070,624,2012,6,,1686,,,native,species,0,density,
2060,1070,624,2012,6,,1687,,,native,species,0,density,
2061,1070,624,2012,6,,712,,,native,species,0,density,
2062,1070,624,2012,6,,1741,,,native,species,0,density,
2063,1071,676,2012,6,,465,,,native,species,0,density,
2064,1071,676,2012,6,,484,,,native,species,0,density,
2065,1071,676,2012,6,,1686,,,native,species,0,density,
2066,1071,676,2012,6,,1687,,,native,species,0,density,
2067,1071,676,2012,6,,712,,,native,species,0,density,
2068,1071,676,2012,6,,1741,,,native,species,0,density,
2069,1072,676,2012,6,,465,,,native,species,0,density,
2070,1072,676,2012,6,,484,,,native,species,0,density,
2071,1072,676,2012,6,,1686,,,native,species,0,density,
2072,1072,676,2012,6,,1687,,,native,species,0,density,
2073,1072,676,2012,6,,712,,,native,species,0,density,
2074,1072,676,2012,6,,1741,,,native,species,0,density,
2075,1073,676,2012,6,,465,,,native,species,0,density,
2076,1073,676,2012,6,,484,,,native,species,0,density,
2077,1073,676,2012,6,,1686,,,native,species,0,density,
2078,1073,676,2012,6,,1687,,,native,species,0,density,
2079,1073,676,2012,6,,712,,,native,species,0,density,
2080,1073,676,2012,6,,1741,,,native,species,0,density,
2081,1074,416,2012,6,,465,,,native,species,0,density,
2082,1074,416,2012,6,,484,,,native,species,0,density,
2083,1074,416,2012,6,,1686,,,native,species,0,density,
2084,1074,416,2012,6,,1687,,,native,species,0,density,
2085,1074,416,2012,6,,712,,,native,species,0,density,
2086,1074,416,2012,6,,1741,,,native,species,0,density,
2087,1075,416,2012,6,,465,,,native,species,0,density,
2088,1075,416,2012,6,,484,,,native,species,0,density,
2089,1075,416,2012,6,,1686,,,native,species,0,density,
2090,1075,416,2012,6,,1687,,,native,species,0,density,
2091,1075,416,2012,6,,712,,,native,species,0,density,
2092,1075,416,2012,6,,1741,,,native,species,0,density,
2093,1076,416,2012,6,,465,,,native,species,0,density,
2094,1076,416,2012,6,,484,,,native,species,0,density,
2095,1076,416,2012,6,,1686,,,native,species,0,density,
2096,1076,416,2012,6,,1687,,,native,species,0,density,
2097,1076,416,2012,6,,712,,,native,species,0,density,
2098,1076,416,2012,6,,1741,,,native,species,0.99999993262,density,
2099,1077,676,2012,6,,465,,,native,species,0,density,
2100,1077,676,2012,6,,484,,,native,species,0,density,
2101,1077,676,2012,6,,1686,,,native,species,0,density,
2102,1077,676,2012,6,,1687,,,native,species,0,density,
2103,1077,676,2012,6,,712,,,native,species,0,density,
2104,1077,676,2012,6,,1741,,,native,species,3.00000000808,density,
2105,1078,676,2012,6,,465,,,native,species,0,density,
2106,1078,676,2012,6,,484,,,native,species,0,density,
2107,1078,676,2012,6,,1686,,,native,species,0,density,
2108,1078,676,2012,6,,1687,,,native,species,0,density,
2109,1078,676,2012,6,,712,,,native,species,0,density,
2110,1078,676,2012,6,,1741,,,native,species,5.00000008354,density,
2111,1079,676,2012,6,,465,,,native,species,0,density,
2112,1079,676,2012,6,,484,,,native,species,12.999999964939999,density,
2113,1079,676,2012,6,,1686,,,native,species,0,density,
2114,1079,676,2012,6,,1687,,,native,species,0,density,
2115,1079,676,2012,6,,712,,,native,species,0,density,
2116,1079,676,2012,6,,1741,,,native,species,16.999999905640003,density,
2117,1080,572,2012,6,,465,,,native,species,0,density,
2118,1080,572,2012,6,,484,,,native,species,0,density,
2119,1080,572,2012,6,,1686,,,native,species,0,density,
2120,1080,572,2012,6,,1687,,,native,species,0,density,
2121,1080,572,2012,6,,712,,,native,species,0,density,
2122,1080,572,2012,6,,1741,,,native,species,61.000000094220006,density,
2123,1081,572,2012,6,,465,,,native,species,0,density,
2124,1081,572,2012,6,,484,,,native,species,0,density,
2125,1081,572,2012,6,,1686,,,native,species,0,density,
2126,1081,572,2012,6,,1687,,,native,species,0,density,
2127,1081,572,2012,6,,712,,,native,species,0,density,
2128,1081,572,2012,6,,1741,,,native,species,11.000000099700001,density,
2129,1082,572,2012,6,,465,,,native,species,0,density,
2130,1082,572,2012,6,,484,,,native,species,0,density,
2131,1082,572,2012,6,,1686,,,native,species,0,density,
2132,1082,572,2012,6,,1687,,,native,species,0,density,
2133,1082,572,2012,6,,712,,,native,species,0,density,
2134,1082,572,2012,6,,1741,,,native,species,31.99999994604,density,
2135,1083,1196,2012,6,,465,,,native,species,0,density,
2136,1083,1196,2012,6,,484,,,native,species,11.000000099700001,density,
2137,1083,1196,2012,6,,1686,,,native,species,0,density,
2138,1083,1196,2012,6,,1687,,,native,species,0,density,
2139,1083,1196,2012,6,,712,,,native,species,0,density,
2140,1083,1196,2012,6,,1741,,,native,species,0.99999993262,density,
2141,1084,1196,2012,6,,465,,,native,species,0,density,
2142,1084,1196,2012,6,,484,,,native,species,0,density,
2143,1084,1196,2012,6,,1686,,,native,species,0,density,
2144,1084,1196,2012,6,,1687,,,native,species,0,density,
2145,1084,1196,2012,6,,712,,,native,species,0,density,
2146,1084,1196,2012,6,,1741,,,native,species,0,density,
2147,1085,936,2012,6,,465,,,native,species,0,density,
2148,1085,936,2012,6,,484,,,native,species,0,density,
2149,1085,936,2012,6,,1686,,,native,species,3.00000000808,density,
2150,1085,936,2012,6,,1687,,,native,species,0,density,
2151,1085,936,2012,6,,712,,,native,species,0,density,
2152,1085,936,2012,6,,1741,,,native,species,3.9999999407,density,
2153,1086,936,2012,6,,465,,,native,species,0,density,
2154,1086,936,2012,6,,484,,,native,species,0,density,
2155,1086,936,2012,6,,1686,,,native,species,0,density,
2156,1086,936,2012,6,,1687,,,native,species,0,density,
2157,1086,936,2012,6,,712,,,native,species,0,density,
2158,1086,936,2012,6,,1741,,,native,species,34.0000000215,density,
2159,1087,676,2012,6,,465,,,native,species,0,density,
2160,1087,676,2012,6,,484,,,native,species,19.99999991372,density,
2161,1087,676,2012,6,,1686,,,native,species,0,density,
2162,1087,676,2012,6,,1687,,,native,species,0,density,
2163,1087,676,2012,6,,712,,,native,species,0,density,
2164,1087,676,2012,6,,1741,,,native,species,0,density,
2165,1088,676,2012,6,,465,,,native,species,0,density,
2166,1088,676,2012,6,,484,,,native,species,11.000000099700001,density,
2167,1088,676,2012,6,,1686,,,native,species,2.00000007546,density,
2168,1088,676,2012,6,,1687,,,native,species,0,density,
2169,1088,676,2012,6,,712,,,native,species,0,density,
2170,1088,676,2012,6,,1741,,,native,species,30.0000000808,density,
2171,1089,364,2012,6,,465,,,native,species,0,density,
2172,1089,364,2012,6,,484,,,native,species,16.999999905640003,density,
2173,1089,364,2012,6,,1686,,,native,species,0,density,
2174,1089,364,2012,6,,1687,,,native,species,0,density,
2175,1089,364,2012,6,,712,,,native,species,0,density,
2176,1089,364,2012,6,,1741,,,native,species,0,density,
2177,1090,364,2012,6,,465,,,native,species,0,density,
2178,1090,364,2012,6,,484,,,native,species,0.99999993262,density,
2179,1090,364,2012,6,,1686,,,native,species,0,density,
2180,1090,364,2012,6,,1687,,,native,species,0,density,
2181,1090,364,2012,6,,712,,,native,species,0,density,
2182,1090,364,2012,6,,1741,,,native,species,0,density,
2183,1091,364,2012,6,,465,,,native,species,0.99999993262,density,
2184,1091,364,2012,6,,484,,,native,species,8.000000091619999,density,
2185,1091,364,2012,6,,1686,,,native,species,0,density,
2186,1091,364,2012,6,,1687,,,native,species,0,density,
2187,1091,364,2012,6,,712,,,native,species,0,density,
2188,1091,364,2012,6,,1741,,,native,species,3.9999999407,density,
2189,1092,780,2012,6,,465,,,native,species,0,density,
2190,1092,780,2012,6,,484,,,native,species,0,density,
2191,1092,780,2012,6,,1686,,,native,species,9.00000002424,density,
2192,1092,780,2012,6,,1687,,,native,species,0,density,
2193,1092,780,2012,6,,712,,,native,species,0,density,
2194,1092,780,2012,6,,1741,,,native,species,155.00000006710002,density,
2195,1093,780,2012,6,,465,,,native,species,0,density,
2196,1093,780,2012,6,,484,,,native,species,0,density,
2197,1093,780,2012,6,,1686,,,native,species,3.9999999407,density,
2198,1093,780,2012,6,,1687,,,native,species,0,density,
2199,1093,780,2012,6,,712,,,native,species,0,density,
2200,1093,780,2012,6,,1741,,,native,species,81.00000000794,density,
2201,1094,416,2012,6,,465,,,native,species,0,density,
2202,1094,416,2012,6,,484,,,native,species,0,density,
2203,1094,416,2012,6,,1686,,,native,species,62.00000002684,density,
2204,1094,416,2012,6,,1687,,,native,species,0,density,
2205,1094,416,2012,6,,712,,,native,species,0,density,
2206,1094,416,2012,6,,1741,,,native,species,0,density,
2207,1095,416,2012,6,,465,,,native,species,0,density,
2208,1095,416,2012,6,,484,,,native,species,0,density,
2209,1095,416,2012,6,,1686,,,native,species,44.99999991098,density,
2210,1095,416,2012,6,,1687,,,native,species,0,density,
2211,1095,416,2012,6,,712,,,native,species,0,density,
2212,1095,416,2012,6,,1741,,,native,species,0,density,
2213,1096,156,2012,6,,465,,,native,species,0,density,
2214,1096,156,2012,6,,484,,,native,species,0,density,
2215,1096,156,2012,6,,1686,,,native,species,0,density,
2216,1096,156,2012,6,,1687,,,native,species,0,density,
2217,1096,156,2012,6,,712,,,native,species,0,density,
2218,1096,156,2012,6,,1741,,,native,species,0,density,
2219,1097,156,2012,6,,465,,,native,species,0,density,
2220,1097,156,2012,6,,484,,,native,species,0,density,
2221,1097,156,2012,6,,1686,,,native,species,0,density,
2222,1097,156,2012,6,,1687,,,native,species,0,density,
2223,1097,156,2012,6,,712,,,native,species,0,density,
2224,1097,156,2012,6,,1741,,,native,species,0,density,
2225,1098,260,2012,6,,465,,,native,species,0,density,
2226,1098,260,2012,6,,484,,,native,species,0,density,
2227,1098,260,2012,6,,1686,,,native,species,3.00000000808,density,
2228,1098,260,2012,6,,1687,,,native,species,0,density,
2229,1098,260,2012,6,,712,,,native,species,0,density,
2230,1098,260,2012,6,,1741,,,native,species,0,density,
2231,1099,260,2012,6,,465,,,native,species,0,density,
2232,1099,260,2012,6,,484,,,native,species,0,density,
2233,1099,260,2012,6,,1686,,,native,species,0,density,
2234,1099,260,2012,6,,1687,,,native,species,0,density,
2235,1099,260,2012,6,,712,,,native,species,0,density,
2236,1099,260,2012,6,,1741,,,native,species,0,density,
2237,1100,208,2012,6,,465,,,native,species,9.99999995686,density,
2238,1100,208,2012,6,,484,,,native,species,0,density,
2239,1100,208,2012,6,,1686,,,native,species,90.9999999648,density,
2240,1100,208,2012,6,,1687,,,native,species,0,density,
2241,1100,208,2012,6,,712,,,native,species,0,density,
2242,1100,208,2012,6,,1741,,,native,species,0,density,
2243,1101,208,2012,6,,465,,,native,species,0,density,
2244,1101,208,2012,6,,484,,,native,species,0,density,
2245,1101,208,2012,6,,1686,,,native,species,0,density,
2246,1101,208,2012,6,,1687,,,native,species,0,density,
2247,1101,208,2012,6,,712,,,native,species,0,density,
2248,1101,208,2012,6,,1741,,,native,species,0,density,
2249,1102,884,2012,6,,465,,,native,species,0,density,
2250,1102,884,2012,6,,484,,,native,species,22.9999999218,density,
2251,1102,884,2012,6,,1686,,,native,species,0,density,
2252,1102,884,2012,6,,1687,,,native,species,0,density,
2253,1102,884,2012,6,,712,,,native,species,0,density,
2254,1102,884,2012,6,,1741,,,native,species,0,density,
2255,1103,884,2012,6,,465,,,native,species,0,density,
2256,1103,884,2012,6,,484,,,native,species,9.00000002424,density,
2257,1103,884,2012,6,,1686,,,native,species,0,density,
2258,1103,884,2012,6,,1687,,,native,species,0,density,
2259,1103,884,2012,6,,712,,,native,species,0,density,
2260,1103,884,2012,6,,1741,,,native,species,0,density,
2261,1104,832,2012,6,,465,,,native,species,0,density,
2262,1104,832,2012,6,,484,,,native,species,0,density,
2263,1104,832,2012,6,,1686,,,native,species,0,density,
2264,1104,832,2012,6,,1687,,,native,species,0,density,
2265,1104,832,2012,6,,712,,,native,species,0,density,
2266,1104,832,2012,6,,1741,,,native,species,0,density,
2267,1105,832,2012,6,,465,,,native,species,0,density,
2268,1105,832,2012,6,,484,,,native,species,0,density,
2269,1105,832,2012,6,,1686,,,native,species,0,density,
2270,1105,832,2012,6,,1687,,,native,species,0,density,
2271,1105,832,2012,6,,712,,,native,species,0,density,
2272,1105,832,2012,6,,1741,,,native,species,0,density,
2273,1106,676,2012,6,,465,,,native,species,0,density,
2274,1106,676,2012,6,,484,,,native,species,12.00000003232,density,
2275,1106,676,2012,6,,1686,,,native,species,0,density,
2276,1106,676,2012,6,,1687,,,native,species,0,density,
2277,1106,676,2012,6,,712,,,native,species,0,density,
2278,1106,676,2012,6,,1741,,,native,species,15.0000000404,density,
2279,1107,676,2012,6,,465,,,native,species,0,density,
2280,1107,676,2012,6,,484,,,native,species,8.000000091619999,density,
2281,1107,676,2012,6,,1686,,,native,species,8.000000091619999,density,
2282,1107,676,2012,6,,1687,,,native,species,0,density,
2283,1107,676,2012,6,,712,,,native,species,0,density,
2284,1107,676,2012,6,,1741,,,native,species,0,density,
2285,1108,468,2012,6,,465,,,native,species,0,density,
2286,1108,468,2012,6,,484,,,native,species,0.99999993262,density,
2287,1108,468,2012,6,,1686,,,native,species,102.0000000645,density,
2288,1108,468,2012,6,,1687,,,native,species,0,density,
2289,1108,468,2012,6,,712,,,native,species,0,density,
2290,1108,468,2012,6,,1741,,,native,species,0,density,
2291,1109,468,2012,6,,465,,,native,species,0,density,
2292,1109,468,2012,6,,484,,,native,species,0,density,
2293,1109,468,2012,6,,1686,,,native,species,59.00000001876,density,
2294,1109,468,2012,6,,1687,,,native,species,0,density,
2295,1109,468,2012,6,,712,,,native,species,0,density,
2296,1109,468,2012,6,,1741,,,native,species,0,density,
2297,1110,572,2012,6,,465,,,native,species,0,density,
2298,1110,572,2012,6,,484,,,native,species,3.9999999407,density,
2299,1110,572,2012,6,,1686,,,native,species,11.000000099700001,density,
2300,1110,572,2012,6,,1687,,,native,species,0,density,
2301,1110,572,2012,6,,712,,,native,species,0,density,
2302,1110,572,2012,6,,1741,,,native,species,12.999999964939999,density,
2303,1111,572,2012,6,,465,,,native,species,0,density,
2304,1111,572,2012,6,,484,,,native,species,0,density,
2305,1111,572,2012,6,,1686,,,native,species,21.99999998918,density,
2306,1111,572,2012,6,,1687,,,native,species,0,density,
2307,1111,572,2012,6,,712,,,native,species,0,density,
2308,1111,572,2012,6,,1741,,,native,species,44.99999991098,density,
2309,1112,468,2012,6,,465,,,native,species,0,density,
2310,1112,468,2012,6,,484,,,native,species,0,density,
2311,1112,468,2012,6,,1686,,,native,species,0,density,
2312,1112,468,2012,6,,1687,,,native,species,0,density,
2313,1112,468,2012,6,,712,,,native,species,0,density,
2314,1112,468,2012,6,,1741,,,native,species,2.00000007546,density,
2315,1113,468,2012,6,,465,,,native,species,0.99999993262,density,
2316,1113,468,2012,6,,484,,,native,species,0,density,
2317,1113,468,2012,6,,1686,,,native,species,0,density,
2318,1113,468,2012,6,,1687,,,native,species,0,density,
2319,1113,468,2012,6,,712,,,native,species,0,density,
2320,1113,468,2012,6,,1741,,,native,species,18.9999999811,density,
2321,1114,468,2012,6,,465,,,native,species,0.99999993262,density,
2322,1114,468,2012,6,,484,,,native,species,0,density,
2323,1114,468,2012,6,,1686,,,native,species,0,density,
2324,1114,468,2012,6,,1687,,,native,species,0,density,
2325,1114,468,2012,6,,712,,,native,species,0,density,
2326,1114,468,2012,6,,1741,,,native,species,37.9999999622,density,
2327,1115,572,2012,6,,465,,,native,species,0,density,
2328,1115,572,2012,6,,484,,,native,species,0,density,
2329,1115,572,2012,6,,1686,,,native,species,80.00000007532,density,
2330,1115,572,2012,6,,1687,,,native,species,0,density,
2331,1115,572,2012,6,,712,,,native,species,0,density,
2332,1115,572,2012,6,,1741,,,native,species,99.99999998903999,density,
2333,1116,572,2012,6,,465,,,native,species,0,density,
2334,1116,572,2012,6,,484,,,native,species,0,density,
2335,1116,572,2012,6,,1686,,,native,species,64.0000001023,density,
2336,1116,572,2012,6,,1687,,,native,species,0,density,
2337,1116,572,2012,6,,712,,,native,species,0,density,
2338,1116,572,2012,6,,1741,,,native,species,102.99999999712,density,
2339,1117,520,2012,6,,465,,,native,species,0,density,
2340,1117,520,2012,6,,484,,,native,species,0,density,
2341,1117,520,2012,6,,1686,,,native,species,5.00000008354,density,
2342,1117,520,2012,6,,1687,,,native,species,0,density,
2343,1117,520,2012,6,,712,,,native,species,0,density,
2344,1117,520,2012,6,,1741,,,native,species,0,density,
2345,1118,520,2012,6,,465,,,native,species,21.99999998918,density,
2346,1118,520,2012,6,,484,,,native,species,0,density,
2347,1118,520,2012,6,,1686,,,native,species,11.000000099700001,density,
2348,1118,520,2012,6,,1687,,,native,species,0,density,
2349,1118,520,2012,6,,712,,,native,species,0,density,
2350,1118,520,2012,6,,1741,,,native,species,0,density,
2351,1119,520,2012,6,,465,,,native,species,0,density,
2352,1119,520,2012,6,,484,,,native,species,0,density,
2353,1119,520,2012,6,,1686,,,native,species,87.0000000241,density,
2354,1119,520,2012,6,,1687,,,native,species,0,density,
2355,1119,520,2012,6,,712,,,native,species,0,density,
2356,1119,520,2012,6,,1741,,,native,species,0,density,
2357,1120,520,2012,6,,465,,,native,species,0,density,
2358,1120,520,2012,6,,484,,,native,species,0,density,
2359,1120,520,2012,6,,1686,,,native,species,143.9999999674,density,
2360,1120,520,2012,6,,1687,,,native,species,0,density,
2361,1120,520,2012,6,,712,,,native,species,0,density,
2362,1120,520,2012,6,,1741,,,native,species,0,density,
2363,1121,780,2012,6,,465,,,native,species,0,density,
2364,1121,780,2012,6,,484,,,native,species,0.99999993262,density,
2365,1121,780,2012,6,,1686,,,native,species,0,density,
2366,1121,780,2012,6,,1687,,,native,species,0,density,
2367,1121,780,2012,6,,712,,,native,species,0,density,
2368,1121,780,2012,6,,1741,,,native,species,43.99999997836,density,
2369,1122,780,2012,6,,465,,,native,species,0,density,
2370,1122,780,2012,6,,484,,,native,species,0,density,
2371,1122,780,2012,6,,1686,,,native,species,0,density,
2372,1122,780,2012,6,,1687,,,native,species,0,density,
2373,1122,780,2012,6,,712,,,native,species,0,density,
2374,1122,780,2012,6,,1741,,,native,species,5.00000008354,density,
2375,1123,728,2012,6,,465,,,native,species,0,density,
2376,1123,728,2012,6,,484,,,native,species,0,density,
2377,1123,728,2012,6,,1686,,,native,species,28.00000000534,density,
2378,1123,728,2012,6,,1687,,,native,species,0,density,
2379,1123,728,2012,6,,712,,,native,species,0,density,
2380,1123,728,2012,6,,1741,,,native,species,21.99999998918,density,
2381,1124,728,2012,6,,465,,,native,species,0,density,
2382,1124,728,2012,6,,484,,,native,species,0,density,
2383,1124,728,2012,6,,1686,,,native,species,25.999999929879998,density,
2384,1124,728,2012,6,,1687,,,native,species,0,density,
2385,1124,728,2012,6,,712,,,native,species,0,density,
2386,1124,728,2012,6,,1741,,,native,species,33.00000008888,density,
2387,1125,624,2012,6,,465,,,native,species,0,density,
2388,1125,624,2012,6,,484,,,native,species,2.00000007546,density,
2389,1125,624,2012,6,,1686,,,native,species,21.000000056559998,density,
2390,1125,624,2012,6,,1687,,,native,species,0,density,
2391,1125,624,2012,6,,712,,,native,species,0,density,
2392,1125,624,2012,6,,1741,,,native,species,158.00000007518,density,
2393,1126,624,2012,6,,465,,,native,species,0,density,
2394,1126,624,2012,6,,484,,,native,species,3.00000000808,density,
2395,1126,624,2012,6,,1686,,,native,species,25.999999929879998,density,
2396,1126,624,2012,6,,1687,,,native,species,0,density,
2397,1126,624,2012,6,,712,,,native,species,0,density,
2398,1126,624,2012,6,,1741,,,native,species,56.9999999433,density,
2399,1127,780,2012,6,,465,,,native,species,0,density,
2400,1127,780,2012,6,,484,,,native,species,0,density,
2401,1127,780,2012,6,,1686,,,native,species,0,density,
2402,1127,780,2012,6,,1687,,,native,species,0,density,
2403,1127,780,2012,6,,712,,,native,species,0,density,
2404,1127,780,2012,6,,1741,,,native,species,3.9999999407,density,
2405,1128,780,2012,6,,465,,,native,species,0,density,
2406,1128,780,2012,6,,484,,,native,species,0,density,
2407,1128,780,2012,6,,1686,,,native,species,0,density,
2408,1128,780,2012,6,,1687,,,native,species,0,density,
2409,1128,780,2012,6,,712,,,native,species,0,density,
2410,1128,780,2012,6,,1741,,,native,species,24.999999997259998,density,
2411,1129,780,2012,6,,465,,,native,species,0,density,
2412,1129,780,2012,6,,484,,,native,species,0,density,
2413,1129,780,2012,6,,1686,,,native,species,0,density,
2414,1129,780,2012,6,,1687,,,native,species,0,density,
2415,1129,780,2012,6,,712,,,native,species,0,density,
2416,1129,780,2012,6,,1741,,,native,species,24.00000006464,density,
2417,1130,780,2012,6,,465,,,native,species,0,density,
2418,1130,780,2012,6,,484,,,native,species,0,density,
2419,1130,780,2012,6,,1686,,,native,species,2.00000007546,density,
2420,1130,780,2012,6,,1687,,,native,species,0,density,
2421,1130,780,2012,6,,712,,,native,species,0,density,
2422,1130,780,2012,6,,1741,,,native,species,40.99999997028,density,
2423,1131,728,2012,6,,465,,,native,species,9.99999995686,density,
2424,1131,728,2012,6,,484,,,native,species,25.999999929879998,density,
2425,1131,728,2012,6,,1686,,,native,species,0.99999993262,density,
2426,1131,728,2012,6,,1687,,,native,species,0,density,
2427,1131,728,2012,6,,712,,,native,species,0,density,
2428,1131,728,2012,6,,1741,,,native,species,9.00000002424,density,
2429,1132,728,2012,6,,465,,,native,species,0,density,
2430,1132,728,2012,6,,484,,,native,species,0,density,
2431,1132,728,2012,6,,1686,,,native,species,12.999999964939999,density,
2432,1132,728,2012,6,,1687,,,native,species,0,density,
2433,1132,728,2012,6,,712,,,native,species,0,density,
2434,1132,728,2012,6,,1741,,,native,species,9.00000002424,density,
2435,1133,676,2012,6,,465,,,native,species,0,density,
2436,1133,676,2012,6,,484,,,native,species,2.00000007546,density,
2437,1133,676,2012,6,,1686,,,native,species,12.00000003232,density,
2438,1133,676,2012,6,,1687,,,native,species,0,density,
2439,1133,676,2012,6,,712,,,native,species,0,density,
2440,1133,676,2012,6,,1741,,,native,species,2.00000007546,density,
2441,1134,676,2012,6,,465,,,native,species,0,density,
2442,1134,676,2012,6,,484,,,native,species,199.00000004545998,density,
2443,1134,676,2012,6,,1686,,,native,species,6.99999994878,density,
2444,1134,676,2012,6,,1687,,,native,species,0,density,
2445,1134,676,2012,6,,712,,,native,species,0,density,
2446,1134,676,2012,6,,1741,,,native,species,124.9999999863,density,
2447,1135,364,2012,6,,465,,,native,species,3.9999999407,density,
2448,1135,364,2012,6,,484,,,native,species,2.00000007546,density,
2449,1135,364,2012,6,,1686,,,native,species,0,density,
2450,1135,364,2012,6,,1687,,,native,species,0,density,
2451,1135,364,2012,6,,712,,,native,species,0,density,
2452,1135,364,2012,6,,1741,,,native,species,0,density,
2453,1136,364,2012,6,,465,,,native,species,0.99999993262,density,
2454,1136,364,2012,6,,484,,,native,species,0,density,
2455,1136,364,2012,6,,1686,,,native,species,0,density,
2456,1136,364,2012,6,,1687,,,native,species,0,density,
2457,1136,364,2012,6,,712,,,native,species,0,density,
2458,1136,364,2012,6,,1741,,,native,species,0,density,
2459,1137,364,2012,6,,465,,,native,species,5.00000008354,density,
2460,1137,364,2012,6,,484,,,native,species,2.00000007546,density,
2461,1137,364,2012,6,,1686,,,native,species,0,density,
2462,1137,364,2012,6,,1687,,,native,species,0,density,
2463,1137,364,2012,6,,712,,,native,species,0,density,
2464,1137,364,2012,6,,1741,,,native,species,0,density,
2465,1138,624,2012,6,,465,,,native,species,0,density,
2466,1138,624,2012,6,,484,,,native,species,56.00000001068,density,
2467,1138,624,2012,6,,1686,,,native,species,0.99999993262,density,
2468,1138,624,2012,6,,1687,,,native,species,0,density,
2469,1138,624,2012,6,,712,,,native,species,0,density,
2470,1138,624,2012,6,,1741,,,native,species,8.000000091619999,density,
2471,1139,624,2012,6,,465,,,native,species,0,density,
2472,1139,624,2012,6,,484,,,native,species,74.99999999178,density,
2473,1139,624,2012,6,,1686,,,native,species,2.00000007546,density,
2474,1139,624,2012,6,,1687,,,native,species,0,density,
2475,1139,624,2012,6,,712,,,native,species,0,density,
2476,1139,624,2012,6,,1741,,,native,species,37.00000002958,density,
2477,1140,624,2012,6,,465,,,native,species,0,density,
2478,1140,624,2012,6,,484,,,native,species,0,density,
2479,1140,624,2012,6,,1686,,,native,species,15.99999997302,density,
2480,1140,624,2012,6,,1687,,,native,species,0,density,
2481,1140,624,2012,6,,712,,,native,species,0,density,
2482,1140,624,2012,6,,1741,,,native,species,86.00000009147999,density,
2483,1141,624,2012,6,,465,,,native,species,0,density,
2484,1141,624,2012,6,,484,,,native,species,0,density,
2485,1141,624,2012,6,,1686,,,native,species,21.99999998918,density,
2486,1141,624,2012,6,,1687,,,native,species,0,density,
2487,1141,624,2012,6,,712,,,native,species,0,density,
2488,1141,624,2012,6,,1741,,,native,species,124.9999999863,density,
2489,1142,468,2012,6,,465,,,native,species,0,density,
2490,1142,468,2012,6,,484,,,native,species,0,density,
2491,1142,468,2012,6,,1686,,,native,species,0,density,
2492,1142,468,2012,6,,1687,,,native,species,0,density,
2493,1142,468,2012,6,,712,,,native,species,0,density,
2494,1142,468,2012,6,,1741,,,native,species,3.9999999407,density,
2495,1143,468,2012,6,,465,,,native,species,0,density,
2496,1143,468,2012,6,,484,,,native,species,0,density,
2497,1143,468,2012,6,,1686,,,native,species,3.00000000808,density,
2498,1143,468,2012,6,,1687,,,native,species,0,density,
2499,1143,468,2012,6,,712,,,native,species,0,density,
2500,1143,468,2012,6,,1741,,,native,species,0,density,
2501,1144,312,2012,6,,465,,,native,species,0,density,
2502,1144,312,2012,6,,484,,,native,species,0,density,
2503,1144,312,2012,6,,1686,,,native,species,0,density,
2504,1144,312,2012,6,,1687,,,native,species,0,density,
2505,1144,312,2012,6,,712,,,native,species,0,density,
2506,1144,312,2012,6,,1741,,,native,species,0,density,
2507,1145,312,2012,6,,465,,,native,species,0,density,
2508,1145,312,2012,6,,484,,,native,species,0,density,
2509,1145,312,2012,6,,1686,,,native,species,0,density,
2510,1145,312,2012,6,,1687,,,native,species,0,density,
2511,1145,312,2012,6,,712,,,native,species,0,density,
2512,1145,312,2012,6,,1741,,,native,species,0,density,
2513,1146,208,2012,6,,465,,,native,species,6.99999994878,density,
2514,1146,208,2012,6,,484,,,native,species,0,density,
2515,1146,208,2012,6,,1686,,,native,species,11.000000099700001,density,
2516,1146,208,2012,6,,1687,,,native,species,0,density,
2517,1146,208,2012,6,,712,,,native,species,0,density,
2518,1146,208,2012,6,,1741,,,native,species,0,density,
2519,1147,208,2012,6,,465,,,native,species,61.000000094220006,density,
2520,1147,208,2012,6,,484,,,native,species,0.99999993262,density,
2521,1147,208,2012,6,,1686,,,native,species,40.00000003766,density,
2522,1147,208,2012,6,,1687,,,native,species,0,density,
2523,1147,208,2012,6,,712,,,native,species,0,density,
