seedingid,treatmentid,mix,speciesid,cultivarid,type,rate,unit,viability,origin,source,seed_distance,seed_mixid,notes
1614,291,known,5763,,seeding,142,seeds/m2,PLS,native,,,139,
1615,291,known,5881,,seeding,185,seeds/m2,PLS,native,,,139,
1616,291,known,5932,,seeding,302,seeds/m2,PLS,native,,,139,
1617,292,known,387,,seeding,454,seeds/m2,PLS,native,,,140,
1618,292,known,484,,seeding,523,seeds/m2,PLS,native,,,140,
1619,292,known,692,,seeding,55,seeds/m2,PLS,native,,,140,
1620,292,known,1686,,seeding,48,seeds/m2,PLS,native,,,140,
1621,292,known,1687,,seeding,35,seeds/m2,PLS,native,,,140,
1622,292,known,1741,,seeding,25,seeds/m2,PLS,native,,,140,
1623,292,known,2851,,seeding,61,seeds/m2,PLS,exotic,,,140,
1624,292,known,3082,,seeding,7,seeds/m2,PLS,exotic,,,140,
1625,292,known,4575,,seeding,27,seeds/m2,PLS,native,,,140,
1626,292,known,5582,,seeding,259,seeds/m2,PLS,native,,,140,
1627,292,known,5583,,seeding,56,seeds/m2,PLS,native,,,140,
1628,292,known,5585,,seeding,81,seeds/m2,PLS,native,,,140,
1629,292,known,5707,,seeding,84,seeds/m2,PLS,native,,,140,
1630,292,known,5763,,seeding,159,seeds/m2,PLS,native,,,140,
1631,293,known,387,,seeding,229,seeds/m2,PLS,native,,,141,
1632,293,known,484,,seeding,173,seeds/m2,PLS,native,,,141,
1633,293,known,781,,seeding,4,seeds/m2,PLS,native,,,141,
1634,293,known,1624,,seeding,11,seeds/m2,PLS,native,,,141,
1635,293,known,1686,,seeding,16,seeds/m2,PLS,native,,,141,
1636,293,known,1687,,seeding,12,seeds/m2,PLS,native,,,141,
1637,293,known,2640,,seeding,7,seeds/m2,PLS,native,,,141,
1638,293,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,141,
1639,293,known,5577,,seeding,43,seeds/m2,PLS,native,,,141,
1640,293,known,5583,,seeding,72,seeds/m2,PLS,native,,,141,
1641,293,known,5585,,seeding,40,seeds/m2,PLS,native,,,141,
1642,293,known,5763,,seeding,24,seeds/m2,PLS,native,,,141,
1643,293,known,5881,,seeding,139,seeds/m2,PLS,native,,,141,
1644,294,known,387,,seeding,229,seeds/m2,PLS,native,,,142,
1645,294,known,484,,seeding,260,seeds/m2,PLS,native,,,142,
1646,294,known,1102,,seeding,102,seeds/m2,PLS,native,,,142,
1647,294,known,1686,,seeding,24,seeds/m2,PLS,native,,,142,
1648,294,known,1741,,seeding,12,seeds/m2,PLS,native,,,142,
1649,294,known,2041,,seeding,44,seeds/m2,PLS,native,,,142,
1650,294,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,142,
1651,294,known,4276,,seeding,32,seeds/m2,PLS,exotic,,,142,
1652,294,known,5582,,seeding,107,seeds/m2,PLS,native,,,142,
1653,294,known,5585,,seeding,33,seeds/m2,PLS,native,,,142,
1654,294,known,5707,,seeding,42,seeds/m2,PLS,native,,,142,
1655,294,known,5763,,seeding,79,seeds/m2,PLS,native,,,142,
1656,294,known,5881,,seeding,232,seeds/m2,PLS,native,,,142,
1657,294,known,5932,,seeding,345,seeds/m2,PLS,native,,,142,
1658,295,known,387,,seeding,229,seeds/m2,PLS,native,,,143,
1659,295,known,484,,seeding,260,seeds/m2,PLS,native,,,143,
1660,295,known,781,,seeding,4,seeds/m2,PLS,native,,,143,
1661,295,known,1624,,seeding,18,seeds/m2,PLS,native,,,143,
1662,295,known,1686,,seeding,24,seeds/m2,PLS,native,,,143,
1663,295,known,1687,,seeding,18,seeds/m2,PLS,native,,,143,
1664,295,known,2640,,seeding,14,seeds/m2,PLS,native,,,143,
1665,295,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,143,
1666,295,known,5577,,seeding,54,seeds/m2,PLS,native,,,143,
1667,295,known,5583,,seeding,83,seeds/m2,PLS,native,,,143,
1668,295,known,5585,,seeding,40,seeds/m2,PLS,native,,,143,
1669,295,known,5763,,seeding,24,seeds/m2,PLS,native,,,143,
1670,295,known,5881,,seeding,139,seeds/m2,PLS,native,,,143,
1671,296,known,387,,seeding,229,seeds/m2,PLS,native,,,144,
1672,296,known,484,,seeding,260,seeds/m2,PLS,native,,,144,
1673,296,known,1102,,seeding,102,seeds/m2,PLS,native,,,144,
1674,296,known,1686,,seeding,24,seeds/m2,PLS,native,,,144,
1675,296,known,1741,,seeding,12,seeds/m2,PLS,native,,,144,
1676,296,known,2041,,seeding,44,seeds/m2,PLS,native,,,144,
1677,296,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,144,
1678,296,known,4276,,seeding,32,seeds/m2,PLS,exotic,,,144,
1679,296,known,5582,,seeding,107,seeds/m2,PLS,native,,,144,
1680,296,known,5585,,seeding,33,seeds/m2,PLS,native,,,144,
1681,296,known,5707,,seeding,42,seeds/m2,PLS,native,,,144,
1682,296,known,5763,,seeding,79,seeds/m2,PLS,native,,,144,
1683,296,known,5881,,seeding,232,seeds/m2,PLS,native,,,144,
1684,296,known,5932,,seeding,345,seeds/m2,PLS,native,,,144,
1685,297,known,387,,seeding,80,seeds/m2,PLS,native,,,145,
1686,297,known,484,,seeding,58,seeds/m2,PLS,native,,,145,
1687,297,known,1102,,seeding,5,seeds/m2,PLS,native,,,145,
1688,297,known,1686,,seeding,43,seeds/m2,PLS,native,,,145,
1689,297,known,1741,,seeding,9,seeds/m2,PLS,native,,,145,
1690,297,known,2640,,seeding,80,seeds/m2,PLS,native,,,145,
1691,297,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,145,
1692,297,known,5415,,seeding,59,seeds/m2,PLS,native,,,145,
1693,297,known,5416,,seeding,136,seeds/m2,PLS,native,,,145,
1694,297,known,5577,,seeding,33,seeds/m2,PLS,native,,,145,
1695,297,known,5582,,seeding,164,seeds/m2,PLS,native,,,145,
1696,297,known,5583,,seeding,59,seeds/m2,PLS,native,,,145,
1697,297,known,5585,,seeding,98,seeds/m2,PLS,native,,,145,
1698,297,known,5698,,seeding,6,seeds/m2,PLS,native,,,145,
1699,297,known,5763,,seeding,119,seeds/m2,PLS,native,,,145,
1700,297,known,5901,,seeding,101,seeds/m2,PLS,native,,,145,
1701,297,known,5952,,seeding,30,seeds/m2,PLS,native,,,145,
1702,298,known,387,,seeding,229,seeds/m2,PLS,native,,,146,
1703,298,known,484,,seeding,2164,seeds/m2,PLS,native,,,146,
1704,298,known,712,,seeding,56,seeds/m2,PLS,native,,,146,
1705,298,known,781,,seeding,9,seeds/m2,PLS,native,,,146,
1706,298,known,817,,seeding,2,seeds/m2,PLS,native,,,146,
1707,298,known,1102,,seeding,255,seeds/m2,PLS,native,,,146,
1708,298,known,1624,,seeding,18,seeds/m2,PLS,native,,,146,
1709,298,known,2637,,seeding,52,seeds/m2,PLS,native,,,146,
1710,298,known,2640,,seeding,21,seeds/m2,PLS,native,,,146,
1711,298,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,146,
1712,298,known,4575,,seeding,7,seeds/m2,PLS,native,,,146,
1713,298,known,5583,,seeding,33,seeds/m2,PLS,native,,,146,
1714,298,known,5698,,seeding,124,seeds/m2,PLS,native,,,146,
1715,298,known,5765,,seeding,38,seeds/m2,PLS,native,,,146,
1716,298,known,5932,,seeding,345,seeds/m2,PLS,native,,,146,
1717,298,known,5938,,seeding,673,seeds/m2,PLS,native,,,146,
1718,299,known,387,,seeding,229,seeds/m2,PLS,native,,,147,
1719,299,known,484,,seeding,2164,seeds/m2,PLS,native,,,147,
1720,299,known,712,,seeding,56,seeds/m2,PLS,native,,,147,
1721,299,known,781,,seeding,9,seeds/m2,PLS,native,,,147,
1722,299,known,817,,seeding,2,seeds/m2,PLS,native,,,147,
1723,299,known,1102,,seeding,255,seeds/m2,PLS,native,,,147,
1724,299,known,1624,,seeding,18,seeds/m2,PLS,native,,,147,
1725,299,known,2637,,seeding,52,seeds/m2,PLS,native,,,147,
1726,299,known,2640,,seeding,21,seeds/m2,PLS,native,,,147,
1727,299,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,147,
1728,299,known,4575,,seeding,7,seeds/m2,PLS,native,,,147,
1729,299,known,5583,,seeding,33,seeds/m2,PLS,native,,,147,
1730,299,known,5698,,seeding,124,seeds/m2,PLS,native,,,147,
1731,299,known,5765,,seeding,38,seeds/m2,PLS,native,,,147,
1732,299,known,5932,,seeding,345,seeds/m2,PLS,native,,,147,
1733,299,known,5938,,seeding,673,seeds/m2,PLS,native,,,147,
1734,300,known,387,,seeding,229,seeds/m2,PLS,native,,,148,
1735,300,known,484,,seeding,260,seeds/m2,PLS,native,,,148,
1736,300,known,781,,seeding,4,seeds/m2,PLS,native,,,148,
1737,300,known,1624,,seeding,18,seeds/m2,PLS,native,,,148,
1738,300,known,1686,,seeding,24,seeds/m2,PLS,native,,,148,
1739,300,known,1687,,seeding,18,seeds/m2,PLS,native,,,148,
1740,300,known,2640,,seeding,14,seeds/m2,PLS,native,,,148,
1741,300,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,148,
1742,300,known,5577,,seeding,54,seeds/m2,PLS,native,,,148,
1743,300,known,5583,,seeding,83,seeds/m2,PLS,native,,,148,
1744,300,known,5585,,seeding,40,seeds/m2,PLS,native,,,148,
1745,300,known,5763,,seeding,24,seeds/m2,PLS,native,,,148,
1746,300,known,5881,,seeding,139,seeds/m2,PLS,native,,,148,
1747,301,known,387,,seeding,424,seeds/m2,PLS,native,,,149,
1748,301,known,484,,seeding,481,seeds/m2,PLS,native,,,149,
1749,301,known,781,,seeding,3,seeds/m2,PLS,native,,,149,
1750,301,known,1102,,seeding,126,seeds/m2,PLS,native,,,149,
1751,301,known,1624,,seeding,11,seeds/m2,PLS,native,,,149,
1752,301,known,1686,,seeding,16,seeds/m2,PLS,native,,,149,
1753,301,known,1687,,seeding,11,seeds/m2,PLS,native,,,149,
1754,301,known,1741,,seeding,15,seeds/m2,PLS,native,,,149,
1755,301,known,2041,,seeding,3,seeds/m2,PLS,native,,,149,
1756,301,known,2640,,seeding,9,seeds/m2,PLS,native,,,149,
1757,301,known,2861,,seeding,49,seeds/m2,PLS,exotic,,,149,
1758,301,known,4276,,seeding,2,seeds/m2,PLS,exotic,,,149,
1759,301,known,5577,,seeding,33,seeds/m2,PLS,native,,,149,
1760,301,known,5582,,seeding,6,seeds/m2,PLS,native,,,149,
1761,301,known,5583,,seeding,51,seeds/m2,PLS,native,,,149,
1762,301,known,5585,,seeding,27,seeds/m2,PLS,native,,,149,
1763,301,known,5707,,seeding,2,seeds/m2,PLS,native,,,149,
1764,301,known,5763,,seeding,19,seeds/m2,PLS,native,,,149,
1765,301,known,5881,,seeding,287,seeds/m2,PLS,native,,,149,
1766,301,known,5932,,seeding,426,seeds/m2,PLS,native,,,149,
1767,302,known,387,,seeding,229,seeds/m2,PLS,native,,,150,
1768,302,known,484,,seeding,260,seeds/m2,PLS,native,,,150,
1769,302,known,1102,,seeding,102,seeds/m2,PLS,native,,,150,
1770,302,known,1686,,seeding,24,seeds/m2,PLS,native,,,150,
1771,302,known,1741,,seeding,12,seeds/m2,PLS,native,,,150,
1772,302,known,2041,,seeding,44,seeds/m2,PLS,native,,,150,
1773,302,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,150,
1774,302,known,4276,,seeding,32,seeds/m2,PLS,exotic,,,150,
1775,302,known,5582,,seeding,107,seeds/m2,PLS,native,,,150,
1776,302,known,5585,,seeding,33,seeds/m2,PLS,native,,,150,
1777,302,known,5707,,seeding,42,seeds/m2,PLS,native,,,150,
1778,302,known,5763,,seeding,79,seeds/m2,PLS,native,,,150,
1779,302,known,5881,,seeding,232,seeds/m2,PLS,native,,,150,
1780,302,known,5932,,seeding,345,seeds/m2,PLS,native,,,150,
1781,303,known,387,,seeding,229,seeds/m2,PLS,native,,,151,
1782,303,known,484,,seeding,260,seeds/m2,PLS,native,,,151,
1783,303,known,1102,,seeding,102,seeds/m2,PLS,native,,,151,
1784,303,known,1686,,seeding,24,seeds/m2,PLS,native,,,151,
1785,303,known,1741,,seeding,12,seeds/m2,PLS,native,,,151,
1786,303,known,2041,,seeding,44,seeds/m2,PLS,native,,,151,
1787,303,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,151,
1788,303,known,4276,,seeding,32,seeds/m2,PLS,exotic,,,151,
1789,303,known,5582,,seeding,107,seeds/m2,PLS,native,,,151,
1790,303,known,5585,,seeding,33,seeds/m2,PLS,native,,,151,
1791,303,known,5707,,seeding,42,seeds/m2,PLS,native,,,151,
1792,303,known,5763,,seeding,79,seeds/m2,PLS,native,,,151,
1793,303,known,5881,,seeding,232,seeds/m2,PLS,native,,,151,
1794,303,known,5932,,seeding,345,seeds/m2,PLS,native,,,151,
1795,304,known,387,,seeding,229,seeds/m2,PLS,native,,,152,
1796,304,known,484,,seeding,173,seeds/m2,PLS,native,,,152,
1797,304,known,781,,seeding,4,seeds/m2,PLS,native,,,152,
1798,304,known,1624,,seeding,11,seeds/m2,PLS,native,,,152,
1799,304,known,1686,,seeding,16,seeds/m2,PLS,native,,,152,
1800,304,known,1687,,seeding,12,seeds/m2,PLS,native,,,152,
1801,304,known,2640,,seeding,7,seeds/m2,PLS,native,,,152,
1802,304,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,152,
1803,304,known,5577,,seeding,43,seeds/m2,PLS,native,,,152,
1804,304,known,5583,,seeding,72,seeds/m2,PLS,native,,,152,
1805,304,known,5585,,seeding,40,seeds/m2,PLS,native,,,152,
1806,304,known,5763,,seeding,24,seeds/m2,PLS,native,,,152,
1807,304,known,5881,,seeding,139,seeds/m2,PLS,native,,,152,
1808,305,known,387,,seeding,229,seeds/m2,PLS,native,,,153,
1809,305,known,484,,seeding,173,seeds/m2,PLS,native,,,153,
1810,305,known,781,,seeding,4,seeds/m2,PLS,native,,,153,
1811,305,known,1624,,seeding,11,seeds/m2,PLS,native,,,153,
1812,305,known,1686,,seeding,16,seeds/m2,PLS,native,,,153,
1813,305,known,1687,,seeding,12,seeds/m2,PLS,native,,,153,
1814,305,known,2640,,seeding,7,seeds/m2,PLS,native,,,153,
1815,305,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,153,
1816,305,known,5577,,seeding,43,seeds/m2,PLS,native,,,153,
1817,305,known,5583,,seeding,72,seeds/m2,PLS,native,,,153,
1818,305,known,5585,,seeding,40,seeds/m2,PLS,native,,,153,
1819,305,known,5763,,seeding,24,seeds/m2,PLS,native,,,153,
1820,305,known,5881,,seeding,139,seeds/m2,PLS,native,,,153,
1821,306,known,387,,seeding,229,seeds/m2,PLS,native,,,154,
1822,306,known,484,,seeding,260,seeds/m2,PLS,native,,,154,
1823,306,known,1102,,seeding,102,seeds/m2,PLS,native,,,154,
1824,306,known,1686,,seeding,24,seeds/m2,PLS,native,,,154,
1825,306,known,1741,,seeding,8,seeds/m2,PLS,native,,,154,
1826,306,known,2041,,seeding,25,seeds/m2,PLS,native,,,154,
1827,306,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,154,
1828,306,known,3082,,seeding,1,seeds/m2,PLS,exotic,,,154,
1829,306,known,4276,,seeding,16,seeds/m2,PLS,exotic,,,154,
1830,306,known,5582,,seeding,86,seeds/m2,PLS,native,,,154,
1831,306,known,5585,,seeding,33,seeds/m2,PLS,native,,,154,
1832,306,known,5707,,seeding,42,seeds/m2,PLS,native,,,154,
1833,306,known,5763,,seeding,79,seeds/m2,PLS,native,,,154,
1834,306,known,5881,,seeding,116,seeds/m2,PLS,native,,,154,
1835,306,known,5932,,seeding,345,seeds/m2,PLS,native,,,154,
1836,307,known,387,,seeding,229,seeds/m2,PLS,native,,,155,
1837,307,known,484,,seeding,173,seeds/m2,PLS,native,,,155,
1838,307,known,781,,seeding,4,seeds/m2,PLS,native,,,155,
1839,307,known,1624,,seeding,11,seeds/m2,PLS,native,,,155,
1840,307,known,1686,,seeding,16,seeds/m2,PLS,native,,,155,
1841,307,known,1687,,seeding,12,seeds/m2,PLS,native,,,155,
1842,307,known,2640,,seeding,7,seeds/m2,PLS,native,,,155,
1843,307,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,155,
1844,307,known,5577,,seeding,43,seeds/m2,PLS,native,,,155,
1845,307,known,5583,,seeding,72,seeds/m2,PLS,native,,,155,
1846,307,known,5585,,seeding,40,seeds/m2,PLS,native,,,155,
1847,307,known,5763,,seeding,24,seeds/m2,PLS,native,,,155,
1848,307,known,5881,,seeding,139,seeds/m2,PLS,native,,,155,
1849,308,known,387,,seeding,380,seeds/m2,PLS,native,,,156,
1850,308,known,465,,seeding,204,seeds/m2,PLS,native,,,156,
1851,308,known,469,,seeding,106,seeds/m2,PLS,exotic,,,156,
1852,308,known,484,,seeding,1354,seeds/m2,PLS,native,,,156,
1853,308,known,689,,seeding,0,seeds/m2,PLS,native,,,156,
1854,308,known,712,,seeding,93,seeds/m2,PLS,native,,,156,
1855,308,known,1686,,seeding,30,seeds/m2,PLS,native,,,156,
1856,308,known,1741,,seeding,20,seeds/m2,PLS,native,,,156,
1857,308,known,2640,,seeding,53,seeds/m2,PLS,native,,,156,
1858,308,known,3010,,seeding,1,seeds/m2,PLS,native,,,156,
1859,308,known,4575,,seeding,7,seeds/m2,PLS,native,,,156,
1860,308,known,5415,,seeding,68,seeds/m2,PLS,native,,,156,
1861,308,known,5416,,seeding,243,seeds/m2,PLS,native,,,156,
1862,308,known,5573,,seeding,17,seeds/m2,PLS,native,,,156,
1863,308,known,5577,,seeding,33,seeds/m2,PLS,native,,,156,
1864,308,known,5582,,seeding,169,seeds/m2,PLS,native,,,156,
1865,308,known,5583,,seeding,75,seeds/m2,PLS,native,,,156,
1866,308,known,5585,,seeding,50,seeds/m2,PLS,native,,,156,
1867,308,known,5763,,seeding,100,seeds/m2,PLS,native,,,156,
1868,308,known,5901,,seeding,128,seeds/m2,PLS,native,,,156,
1869,308,known,5952,,seeding,48,seeds/m2,PLS,native,,,156,
1870,308,known,6517,,seeding,3,seeds/m2,PLS,native,,,156,
1871,309,known,387,,seeding,229,seeds/m2,PLS,native,,,157,
1872,309,known,484,,seeding,260,seeds/m2,PLS,native,,,157,
1873,309,known,1102,,seeding,102,seeds/m2,PLS,native,,,157,
1874,309,known,1686,,seeding,24,seeds/m2,PLS,native,,,157,
1875,309,known,1741,,seeding,8,seeds/m2,PLS,native,,,157,
1876,309,known,2041,,seeding,25,seeds/m2,PLS,native,,,157,
1877,309,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,157,
1878,309,known,3082,,seeding,1,seeds/m2,PLS,exotic,,,157,
1879,309,known,4276,,seeding,16,seeds/m2,PLS,exotic,,,157,
1880,309,known,5582,,seeding,86,seeds/m2,PLS,native,,,157,
1881,309,known,5585,,seeding,33,seeds/m2,PLS,native,,,157,
1882,309,known,5707,,seeding,42,seeds/m2,PLS,native,,,157,
1883,309,known,5763,,seeding,79,seeds/m2,PLS,native,,,157,
1884,309,known,5881,,seeding,116,seeds/m2,PLS,native,,,157,
1885,309,known,5932,,seeding,345,seeds/m2,PLS,native,,,157,
1886,310,known,387,,seeding,229,seeds/m2,PLS,native,,,158,
1887,310,known,484,,seeding,173,seeds/m2,PLS,native,,,158,
1888,310,known,781,,seeding,4,seeds/m2,PLS,native,,,158,
1889,310,known,1624,,seeding,11,seeds/m2,PLS,native,,,158,
1890,310,known,1686,,seeding,16,seeds/m2,PLS,native,,,158,
1891,310,known,1687,,seeding,12,seeds/m2,PLS,native,,,158,
1892,310,known,2640,,seeding,7,seeds/m2,PLS,native,,,158,
1893,310,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,158,
1894,310,known,5577,,seeding,43,seeds/m2,PLS,native,,,158,
1895,310,known,5583,,seeding,72,seeds/m2,PLS,native,,,158,
1896,310,known,5585,,seeding,40,seeds/m2,PLS,native,,,158,
1897,310,known,5763,,seeding,24,seeds/m2,PLS,native,,,158,
1898,310,known,5881,,seeding,139,seeds/m2,PLS,native,,,158,
1899,311,known,387,,seeding,229,seeds/m2,PLS,native,,,159,
1900,311,known,484,,seeding,173,seeds/m2,PLS,native,,,159,
1901,311,known,781,,seeding,4,seeds/m2,PLS,native,,,159,
1902,311,known,1624,,seeding,11,seeds/m2,PLS,native,,,159,
1903,311,known,1686,,seeding,16,seeds/m2,PLS,native,,,159,
1904,311,known,1687,,seeding,12,seeds/m2,PLS,native,,,159,
1905,311,known,2640,,seeding,7,seeds/m2,PLS,native,,,159,
1906,311,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,159,
1907,311,known,5577,,seeding,43,seeds/m2,PLS,native,,,159,
1908,311,known,5583,,seeding,72,seeds/m2,PLS,native,,,159,
1909,311,known,5585,,seeding,40,seeds/m2,PLS,native,,,159,
1910,311,known,5763,,seeding,24,seeds/m2,PLS,native,,,159,
1911,311,known,5881,,seeding,139,seeds/m2,PLS,native,,,159,
1912,312,known,387,,seeding,229,seeds/m2,PLS,native,,,160,
1913,312,known,484,,seeding,2164,seeds/m2,PLS,native,,,160,
1914,312,known,712,,seeding,56,seeds/m2,PLS,native,,,160,
1915,312,known,781,,seeding,9,seeds/m2,PLS,native,,,160,
1916,312,known,817,,seeding,2,seeds/m2,PLS,native,,,160,
1917,312,known,1102,,seeding,255,seeds/m2,PLS,native,,,160,
1918,312,known,1624,,seeding,18,seeds/m2,PLS,native,,,160,
1919,312,known,2637,,seeding,52,seeds/m2,PLS,native,,,160,
1920,312,known,2640,,seeding,21,seeds/m2,PLS,native,,,160,
1921,312,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,160,
1922,312,known,4575,,seeding,7,seeds/m2,PLS,native,,,160,
1923,312,known,5583,,seeding,33,seeds/m2,PLS,native,,,160,
1924,312,known,5698,,seeding,124,seeds/m2,PLS,native,,,160,
1925,312,known,5765,,seeding,38,seeds/m2,PLS,native,,,160,
1926,312,known,5932,,seeding,345,seeds/m2,PLS,native,,,160,
1927,312,known,5938,,seeding,673,seeds/m2,PLS,native,,,160,
1928,313,known,484,,seeding,54,seeds/m2,PLS,native,,,161,
1929,313,known,1686,,seeding,20,seeds/m2,PLS,native,,,161,
1930,313,known,2640,,seeding,9,seeds/m2,PLS,native,,,161,
1931,313,known,2887,,seeding,18,seeds/m2,PLS,exotic,,,161,
1932,313,known,5416,,seeding,172,seeds/m2,PLS,native,,,161,
1933,313,known,5577,,seeding,43,seeds/m2,PLS,native,,,161,
1934,313,known,5582,,seeding,171,seeds/m2,PLS,native,,,161,
1935,313,known,5583,,seeding,83,seeds/m2,PLS,native,,,161,
1936,313,known,5585,,seeding,100,seeds/m2,PLS,native,,,161,
1937,313,known,5763,,seeding,118,seeds/m2,PLS,native,,,161,
1938,313,known,5765,,seeding,32,seeds/m2,PLS,native,,,161,
1939,313,known,5932,,seeding,431,seeds/m2,PLS,native,,,161,
1940,314,known,387,,seeding,200,seeds/m2,PLS,native,,,162,
1941,314,known,457,,seeding,139,seeds/m2,PLS,native,,,162,
1942,314,known,469,,seeding,1029,seeds/m2,PLS,exotic,,,162,
1943,314,known,1741,,seeding,20,seeds/m2,PLS,native,,,162,
1944,314,known,2041,,seeding,36,seeds/m2,PLS,native,,,162,
1945,314,known,2174,,seeding,14,seeds/m2,PLS,native,,,162,
1946,314,known,2640,,seeding,19,seeds/m2,PLS,native,,,162,
1947,314,known,3082,,seeding,3,seeds/m2,PLS,exotic,,,162,
1948,314,known,5415,,seeding,59,seeds/m2,PLS,native,,,162,
1949,314,known,5568,,seeding,91,seeds/m2,PLS,native,,,162,
1950,314,known,5582,,seeding,198,seeds/m2,PLS,native,,,162,
1951,314,known,5585,,seeding,33,seeds/m2,PLS,native,,,162,
1952,314,known,5698,,seeding,27,seeds/m2,PLS,native,,,162,
1953,314,known,5707,,seeding,83,seeds/m2,PLS,native,,,162,
1954,314,known,5763,,seeding,79,seeds/m2,PLS,native,,,162,
1955,314,known,5801,,seeding,112,seeds/m2,PLS,native,,,162,
1956,314,known,5881,,seeding,74,seeds/m2,PLS,native,,,162,
1957,314,known,6402,,seeding,12,seeds/m2,PLS,native,,,162,
1958,315,known,387,,seeding,200,seeds/m2,PLS,native,,,163,
1959,315,known,457,,seeding,139,seeds/m2,PLS,native,,,163,
1960,315,known,469,,seeding,1029,seeds/m2,PLS,exotic,,,163,
1961,315,known,1741,,seeding,20,seeds/m2,PLS,native,,,163,
1962,315,known,2041,,seeding,36,seeds/m2,PLS,native,,,163,
1963,315,known,2174,,seeding,14,seeds/m2,PLS,native,,,163,
1964,315,known,2640,,seeding,19,seeds/m2,PLS,native,,,163,
1965,315,known,3082,,seeding,3,seeds/m2,PLS,exotic,,,163,
1966,315,known,5415,,seeding,59,seeds/m2,PLS,native,,,163,
1967,315,known,5568,,seeding,91,seeds/m2,PLS,native,,,163,
1968,315,known,5582,,seeding,198,seeds/m2,PLS,native,,,163,
1969,315,known,5585,,seeding,33,seeds/m2,PLS,native,,,163,
1970,315,known,5698,,seeding,27,seeds/m2,PLS,native,,,163,
1971,315,known,5707,,seeding,83,seeds/m2,PLS,native,,,163,
1972,315,known,5763,,seeding,79,seeds/m2,PLS,native,,,163,
1973,315,known,5801,,seeding,112,seeds/m2,PLS,native,,,163,
1974,315,known,5881,,seeding,74,seeds/m2,PLS,native,,,163,
1975,315,known,6402,,seeding,12,seeds/m2,PLS,native,,,163,
1976,316,known,465,,seeding,701,seeds/m2,PLS,native,,,164,
1977,316,known,469,,seeding,51,seeds/m2,PLS,exotic,,,164,
1978,316,known,484,,seeding,199,seeds/m2,PLS,native,,,164,
1979,316,known,712,,seeding,23,seeds/m2,PLS,native,,,164,
1980,316,known,1686,,seeding,69,seeds/m2,PLS,native,,,164,
1981,316,known,1687,,seeding,11,seeds/m2,PLS,native,,,164,
1982,316,known,1741,,seeding,28,seeds/m2,PLS,native,,,164,
1983,316,known,5415,,seeding,19,seeds/m2,PLS,native,,,164,
1984,316,known,5416,,seeding,53,seeds/m2,PLS,native,,,164,
1985,316,known,5582,,seeding,171,seeds/m2,PLS,native,,,164,
1986,316,known,5583,,seeding,109,seeds/m2,PLS,native,,,164,
1987,316,known,5585,,seeding,100,seeds/m2,PLS,native,,,164,
1988,316,known,5763,,seeding,79,seeds/m2,PLS,native,,,164,
1989,316,known,5765,,seeding,64,seeds/m2,PLS,native,,,164,
1990,316,known,5901,,seeding,42,seeds/m2,PLS,native,,,164,
1991,316,known,5938,,seeding,2242,seeds/m2,PLS,native,,,164,
1992,316,known,5952,,seeding,28,seeds/m2,PLS,native,,,164,
1993,316,known,6517,,seeding,9,seeds/m2,PLS,native,,,164,
1994,317,known,276,,seeding,16,seeds/m2,PLS,native,,,165,
1995,317,known,469,,seeding,51,seeds/m2,PLS,exotic,,,165,
1996,317,known,484,,seeding,26,seeds/m2,PLS,native,,,165,
1997,317,known,712,,seeding,93,seeds/m2,PLS,native,,,165,
1998,317,known,1686,,seeding,69,seeds/m2,PLS,native,,,165,
1999,317,known,1687,,seeding,48,seeds/m2,PLS,native,,,165,
2000,317,known,1688,,seeding,34,seeds/m2,PLS,native,,,165,
2001,317,known,1741,,seeding,28,seeds/m2,PLS,native,,,165,
2002,317,known,2041,,seeding,18,seeds/m2,PLS,native,,,165,
2003,317,known,2637,,seeding,151,seeds/m2,PLS,native,,,165,
2004,317,known,4575,,seeding,25,seeds/m2,PLS,native,,,165,
2005,317,known,5415,,seeding,19,seeds/m2,PLS,native,,,165,
2006,317,known,5416,,seeding,182,seeds/m2,PLS,native,,,165,
2007,317,known,5582,,seeding,107,seeds/m2,PLS,native,,,165,
2008,317,known,5583,,seeding,67,seeds/m2,PLS,native,,,165,
2009,317,known,5585,,seeding,50,seeds/m2,PLS,native,,,165,
2010,317,known,5763,,seeding,79,seeds/m2,PLS,native,,,165,
2011,317,known,5765,,seeding,40,seeds/m2,PLS,native,,,165,
